clock	watch	T_int	T_ext	T_ref
20200714 055110	22835.285	9.6	13.58	11.943
20200714 055112	22837.429	9.59	13.56	11.922
20200714 055114	22839.557	9.57	13.55	11.909
20200714 055116	22841.678	9.55	13.54	11.888
20200714 055118	22843.811	9.54	13.52	11.874
20200714 055120	22845.938	9.52	13.51	11.861
20200714 055122	22848.065	9.5	13.49	11.84
20200714 055125	22850.192	9.49	13.47	11.826
20200714 055127	22852.32	9.47	13.47	11.813
20200714 055129	22854.447	9.45	13.45	11.799
20200714 055131	22856.574	9.44	13.43	11.778
20200714 055133	22858.701	9.42	13.42	11.758
20200714 055135	22860.828	9.4	13.4	11.744
20200714 055137	22862.952	9.39	13.38	11.73
20200714 055139	22865.083	9.37	13.38	11.71
20200714 055142	22867.21	9.35	13.36	11.696
20200714 055144	22869.337	9.34	13.33	11.676
20200714 055146	22871.464	9.32	13.33	11.662
20200714 055148	22873.591	9.3	13.31	11.648
20200714 055150	22875.716	9.29	13.29	11.641
20200714 055152	22877.845	9.27	13.29	11.607
20200714 055154	22879.989	9.25	13.27	11.593
20200714 055156	22882.116	9.24	13.25	11.579
20200714 055159	22884.243	9.22	13.24	11.565
20200714 055201	22886.386	9.2	13.23	11.558
20200714 055203	22888.506	9.19	13.2	11.53
20200714 055205	22890.624	9.17	13.2	11.517
20200714 055207	22892.75	9.15	13.18	11.503
20200714 055209	22894.879	9.14	13.16	11.482
20200714 055211	22897.006	9.12	13.15	11.468
20200714 055213	22899.133	9.1	13.14	11.454
20200714 055216	22901.26	9.09	13.11	11.44
20200714 055218	22903.387	9.07	13.11	11.42
20200714 055220	22905.514	9.05	13.09	11.406
20200714 055222	22907.642	9.04	13.07	11.385
20200714 055224	22909.766	9.02	13.07	11.371
20200714 055226	22911.896	9.0	13.05	11.358
20200714 055228	22914.018	8.99	13.03	11.351
20200714 055230	22916.15	8.97	13.03	11.33
20200714 055233	22918.277	8.95	13.01	11.316
20200714 055235	22920.405	8.94	12.98	11.295
20200714 055237	22922.548	8.92	12.98	11.282
20200714 055239	22924.675	8.91	12.96	11.261
20200714 055241	22926.802	8.9	12.94	11.254
20200714 055243	22928.923	8.88	12.94	11.226
20200714 055245	22931.056	8.86	12.92	11.212
20200714 055248	22933.183	8.85	12.9	11.199
20200714 055250	22935.311	8.83	12.89	11.192
20200714 055252	22937.438	8.81	12.87	11.171
20200714 055254	22939.565	8.8	12.86	11.149
20200714 055256	22941.695	8.78	12.86	11.128
20200714 055258	22943.819	8.77	12.83	11.122
20200714 055300	22945.946	8.75	12.81	11.108
20200714 055302	22948.071	8.73	12.81	11.094
20200714 055305	22950.201	8.72	12.79	11.073
20200714 055307	22952.328	8.7	12.76	11.052
20200714 055309	22954.455	8.68	12.76	11.052
20200714 055311	22956.578	8.67	12.74	11.031
20200714 055313	22958.709	8.65	12.72	11.003
20200714 055315	22960.837	8.63	12.72	10.996
20200714 055317	22962.962	8.62	12.7	10.975
20200714 055319	22965.1	8.6	12.68	10.961
20200714 055322	22967.226	8.58	12.68	10.947
20200714 055324	22969.345	8.57	12.66	10.94
20200714 055326	22971.472	8.55	12.64	10.912
20200714 055328	22973.599	8.53	12.63	10.905
20200714 055330	22975.726	8.52	12.61	10.885
20200714 055332	22977.854	8.5	12.59	10.878
20200714 055334	22979.983	8.48	12.59	10.864
20200714 055336	22982.124	8.47	12.57	10.836
20200714 055339	22984.251	8.45	12.55	10.822
20200714 055341	22986.378	8.43	12.55	10.815
20200714 055343	22988.505	8.42	12.53	10.787
20200714 055345	22990.632	8.4	12.52	10.773
20200714 055347	22992.76	8.39	12.5	10.759
20200714 055349	22994.887	8.37	12.49	10.738
20200714 055351	22997.014	8.36	12.48	10.717
20200714 055353	22999.141	8.34	12.46	10.717
20200714 055356	23001.264	8.33	12.44	10.689
20200714 055358	23003.391	8.31	12.44	10.681
20200714 055400	23005.521	8.29	12.42	10.667
20200714 055402	23007.666	8.28	12.4	10.646
20200714 055404	23009.793	8.26	12.4	10.639
20200714 055406	23011.92	8.24	12.38	10.618
20200714 055408	23014.061	8.23	12.36	10.604
20200714 055411	23016.19	8.21	12.35	10.597
20200714 055413	23018.318	8.19	12.34	10.576
20200714 055415	23020.461	8.18	12.32	10.562
20200714 055417	23022.588	8.16	12.31	10.541
20200714 055419	23024.711	8.15	12.29	10.527
20200714 055421	23026.858	8.14	12.27	10.52
20200714 055423	23028.988	8.12	12.27	10.492
20200714 055425	23031.112	8.1	12.25	10.485
20200714 055428	23033.24	8.09	12.23	10.464
20200714 055430	23035.361	8.07	12.23	10.45
20200714 055432	23037.494	8.06	12.21	10.428
20200714 055434	23039.617	8.05	12.19	10.428
20200714 055436	23041.748	8.03	12.18	10.407
20200714 055438	23043.876	8.01	12.16	10.386
20200714 055440	23046.003	8.0	12.14	10.372
20200714 055442	23048.127	7.98	12.14	10.351
20200714 055445	23050.252	7.96	12.12	10.344
20200714 055447	23052.384	7.95	12.1	10.33
20200714 055449	23054.507	7.93	12.1	10.309
20200714 055451	23056.639	7.92	12.08	10.295
20200714 055453	23058.765	7.91	12.06	10.281
20200714 055455	23060.888	7.89	12.06	10.26
20200714 055457	23063.02	7.87	12.04	10.252
20200714 055459	23065.147	7.86	12.02	10.231
20200714 055502	23067.275	7.84	12.02	10.216
20200714 055504	23069.418	7.82	12.0	10.202
20200714 055506	23071.545	7.82	11.98	10.188
20200714 055508	23073.672	7.8	11.98	10.174
20200714 055510	23075.802	7.78	11.96	10.153
20200714 055512	23077.927	7.77	11.94	10.146
20200714 055514	23080.054	7.75	11.94	10.124
20200714 055517	23082.181	7.73	11.92	10.117
20200714 055519	23084.308	7.72	11.9	10.096
20200714 055521	23086.435	7.7	11.9	10.089
20200714 055523	23088.562	7.69	11.87	10.068
20200714 055525	23090.689	7.68	11.85	10.053
20200714 055527	23092.813	7.66	11.85	10.039
20200714 055529	23094.943	7.64	11.83	10.025
20200714 055531	23097.071	7.63	11.81	10.004
20200714 055534	23099.213	7.61	11.81	9.99
20200714 055536	23101.34	7.59	11.79	9.975
20200714 055538	23103.467	7.58	11.77	9.961
20200714 055540	23105.595	7.56	11.77	9.947
20200714 055542	23107.722	7.54	11.75	9.94
20200714 055544	23109.849	7.54	11.73	9.919
20200714 055546	23111.975	7.52	11.73	9.904
20200714 055548	23114.1	7.5	11.71	9.89
20200714 055551	23116.23	7.49	11.69	9.869
20200714 055553	23118.374	7.47	11.69	9.855
20200714 055555	23120.5	7.45	11.67	9.841
20200714 055557	23122.628	7.44	11.65	9.826
20200714 055559	23124.751	7.42	11.64	9.812
20200714 055601	23126.881	7.4	11.62	9.797
20200714 055603	23129.01	7.39	11.6	9.783
20200714 055605	23131.13	7.38	11.6	9.761
20200714 055608	23133.248	7.37	11.58	9.747
20200714 055610	23135.375	7.35	11.56	9.733
20200714 055612	23137.502	7.33	11.56	9.718
20200714 055614	23139.625	7.32	11.55	9.711
20200714 055616	23141.751	7.3	11.53	9.697
20200714 055618	23143.884	7.28	11.52	9.676
20200714 055620	23146.014	7.27	11.5	9.654
20200714 055622	23148.132	7.26	11.48	9.64
20200714 055625	23150.265	7.24	11.48	9.633
20200714 055627	23152.393	7.23	11.46	9.611
20200714 055629	23154.536	7.21	11.44	9.604
20200714 055631	23156.663	7.19	11.44	9.583
20200714 055633	23158.786	7.18	11.42	9.568
20200714 055635	23160.933	7.16	11.4	9.554
20200714 055637	23163.055	7.14	11.4	9.54
20200714 055640	23165.186	7.14	11.38	9.532
20200714 055642	23167.315	7.12	11.36	9.511
20200714 055644	23169.439	7.1	11.35	9.504
20200714 055646	23171.569	7.09	11.34	9.482
20200714 055648	23173.696	7.07	11.32	9.468
20200714 055650	23175.823	7.05	11.32	9.454
20200714 055652	23177.951	7.04	11.3	9.432
20200714 055654	23180.078	7.03	11.28	9.418
20200714 055657	23182.205	7.01	11.28	9.404
20200714 055659	23184.332	7.0	11.26	9.389
20200714 055701	23186.462	6.98	11.25	9.375
20200714 055703	23188.586	6.96	11.24	9.361
20200714 055705	23190.713	6.95	11.22	9.346
20200714 055707	23192.84	6.94	11.22	9.331
20200714 055709	23194.968	6.92	11.2	9.317
20200714 055711	23197.095	6.91	11.19	9.309
20200714 055714	23199.222	6.89	11.18	9.281
20200714 055716	23201.349	6.88	11.16	9.273
20200714 055718	23203.493	6.87	11.14	9.252
20200714 055720	23205.62	6.85	11.13	9.244
20200714 055722	23207.747	6.83	11.11	9.23
20200714 055724	23209.874	6.82	11.1	9.208
20200714 055726	23212.001	6.81	11.1	9.194
20200714 055728	23214.124	6.79	11.08	9.187
20200714 055731	23216.253	6.78	11.06	9.179
20200714 055733	23218.385	6.76	11.06	9.151
20200714 055735	23220.503	6.74	11.04	9.136
20200714 055737	23222.637	6.73	11.02	9.136
20200714 055739	23224.764	6.72	11.01	9.122
20200714 055741	23226.891	6.7	10.99	9.107
20200714 055743	23229.018	6.69	10.97	9.086
20200714 055745	23231.145	6.67	10.97	9.078
20200714 055748	23233.272	6.65	10.96	9.064
20200714 055750	23235.4	6.65	10.94	9.042
20200714 055752	23237.527	6.63	10.94	9.028
20200714 055754	23239.656	6.61	10.92	9.021
20200714 055756	23241.781	6.6	10.9	8.992
20200714 055758	23243.908	6.58	10.9	8.992
20200714 055800	23246.052	6.57	10.88	8.97
20200714 055803	23248.179	6.56	10.86	8.956
20200714 055805	23250.301	6.54	10.86	8.948
20200714 055807	23252.449	6.52	10.84	8.927
20200714 055809	23254.576	6.51	10.82	8.919
20200714 055811	23256.703	6.49	10.81	8.905
20200714 055813	23258.83	6.48	10.8	8.883
20200714 055815	23260.951	6.47	10.78	8.868
20200714 055817	23263.085	6.45	10.77	8.853
20200714 055820	23265.212	6.43	10.76	8.839
20200714 055822	23267.339	6.42	10.74	8.831
20200714 055824	23269.482	6.41	10.74	8.817
20200714 055826	23271.604	6.39	10.73	8.802
20200714 055828	23273.736	6.38	10.71	8.788
20200714 055830	23275.88	6.36	10.7	8.78
20200714 055832	23278.007	6.34	10.68	8.758
20200714 055834	23280.134	6.33	10.66	8.737
20200714 055837	23282.277	6.32	10.66	8.722
20200714 055839	23284.401	6.3	10.65	8.715
20200714 055841	23286.531	6.29	10.63	8.7
20200714 055843	23288.657	6.27	10.63	8.678
20200714 055845	23290.786	6.25	10.6	8.671
20200714 055847	23292.913	6.24	10.59	8.664
20200714 055849	23295.043	6.23	10.58	8.649
20200714 055851	23297.167	6.21	10.56	8.627
20200714 055854	23299.295	6.2	10.55	8.613
20200714 055856	23301.422	6.18	10.55	8.598
20200714 055858	23303.549	6.17	10.53	8.598
20200714 055900	23305.676	6.16	10.51	8.576
20200714 055902	23307.803	6.14	10.51	8.554
20200714 055904	23309.93	6.12	10.49	8.547
20200714 055906	23312.05	6.11	10.47	8.532
20200714 055908	23314.168	6.09	10.47	8.518
20200714 055911	23316.296	6.08	10.45	8.503
20200714 055913	23318.439	6.07	10.43	8.481
20200714 055915	23320.566	6.05	10.43	8.467
20200714 055917	23322.689	6.04	10.41	8.467
20200714 055919	23324.82	6.02	10.39	8.445
20200714 055921	23326.947	6.01	10.39	8.438
20200714 055923	23329.074	6.0	10.38	8.416
20200714 055926	23331.199	5.98	10.36	8.4
20200714 055928	23333.329	5.96	10.36	8.385
20200714 055930	23335.456	5.96	10.35	8.371
20200714 055932	23337.583	5.94	10.33	8.363
20200714 055934	23339.71	5.92	10.32	8.349
20200714 055936	23341.838	5.92	10.3	8.341
20200714 055938	23343.964	5.9	10.28	8.319
20200714 055940	23346.092	5.88	10.28	8.304
20200714 055943	23348.219	5.87	10.26	8.29
20200714 055945	23350.346	5.86	10.24	8.275
20200714 055947	23352.473	5.84	10.23	8.267
20200714 055949	23354.601	5.83	10.21	8.245
20200714 055951	23356.728	5.81	10.19	8.238
20200714 055953	23358.848	5.8	10.19	8.223
20200714 055955	23360.966	5.79	10.18	8.209
20200714 055957	23363.093	5.77	10.17	8.194
20200714 060000	23365.22	5.76	10.16	8.179
20200714 060002	23367.347	5.75	10.14	8.164
20200714 060004	23369.475	5.73	10.13	8.15
20200714 060006	23371.601	5.72	10.12	8.135
20200714 060008	23373.729	5.71	10.1	8.128
20200714 060010	23375.855	5.69	10.09	8.105
20200714 060012	23377.983	5.67	10.08	8.091
20200714 060014	23380.129	5.67	10.07	8.083
20200714 060017	23382.254	5.65	10.06	8.069
20200714 060019	23384.381	5.63	10.05	8.061
20200714 060021	23386.507	5.62	10.03	8.039
20200714 060023	23388.633	5.61	10.02	8.024
20200714 060025	23390.762	5.59	10.01	8.01
20200714 060027	23392.889	5.58	9.99	8.002
20200714 060029	23395.011	5.57	9.99	7.98
20200714 060031	23397.144	5.55	9.97	7.973
20200714 060034	23399.271	5.54	9.96	7.958
20200714 060036	23401.398	5.52	9.95	7.943
20200714 060038	23403.525	5.51	9.93	7.928
20200714 060040	23405.645	5.5	9.91	7.92
20200714 060042	23407.764	5.48	9.91	7.905
20200714 060044	23409.891	5.47	9.89	7.89
20200714 060046	23412.017	5.46	9.87	7.875
20200714 060048	23414.139	5.44	9.87	7.861
20200714 060051	23416.253	5.42	9.86	7.853
20200714 060053	23418.385	5.42	9.84	7.831
20200714 060055	23420.511	5.4	9.84	7.816
20200714 060057	23422.638	5.38	9.83	7.801
20200714 060059	23424.766	5.37	9.81	7.794
20200714 060101	23426.893	5.36	9.8	7.779
20200714 060103	23429.013	5.34	9.78	7.764
20200714 060105	23431.131	5.33	9.76	7.756
20200714 060108	23433.258	5.32	9.76	7.742
20200714 060110	23435.385	5.3	9.75	7.727
20200714 060112	23437.512	5.29	9.73	7.719
20200714 060114	23439.639	5.28	9.73	7.697
20200714 060116	23441.766	5.26	9.71	7.689
20200714 060118	23443.893	5.25	9.68	7.675
20200714 060120	23446.014	5.24	9.68	7.66
20200714 060122	23448.132	5.22	9.66	7.645
20200714 060125	23450.275	5.21	9.64	7.645
20200714 060127	23452.402	5.2	9.64	7.622
20200714 060129	23454.523	5.19	9.62	7.6
20200714 060131	23456.656	5.17	9.61	7.593
20200714 060133	23458.784	5.16	9.6	7.578
20200714 060135	23460.911	5.15	9.58	7.57
20200714 060137	23463.036	5.13	9.57	7.548
20200714 060139	23465.166	5.12	9.56	7.541
20200714 060142	23467.292	5.11	9.55	7.533
20200714 060144	23469.42	5.09	9.53	7.511
20200714 060146	23471.544	5.08	9.53	7.496
20200714 060148	23473.674	5.07	9.51	7.489
20200714 060150	23475.799	5.06	9.5	7.474
20200714 060152	23477.928	5.04	9.49	7.466
20200714 060154	23480.056	5.03	9.48	7.45
20200714 060157	23482.18	5.02	9.47	7.435
20200714 060159	23484.31	5.0	9.46	7.413
20200714 060201	23486.433	4.99	9.45	7.405
20200714 060203	23488.564	4.98	9.43	7.39
20200714 060205	23490.691	4.96	9.42	7.382
20200714 060207	23492.834	4.96	9.4	7.36
20200714 060209	23494.962	4.94	9.39	7.345
20200714 060211	23497.089	4.93	9.38	7.337
20200714 060214	23499.232	4.92	9.36	7.33
20200714 060216	23501.359	4.91	9.35	7.307
20200714 060218	23503.486	4.9	9.35	7.292
20200714 060220	23505.614	4.89	9.33	7.277
20200714 060222	23507.741	4.87	9.33	7.285
20200714 060224	23509.868	4.86	9.31	7.262
20200714 060226	23511.989	4.85	9.29	7.255
20200714 060228	23514.122	4.84	9.29	7.247
20200714 060231	23516.249	4.83	9.27	7.24
20200714 060233	23518.377	4.82	9.26	7.225
20200714 060235	23520.504	4.81	9.26	7.202
20200714 060237	23522.631	4.8	9.24	7.187
20200714 060239	23524.758	4.79	9.23	7.172
20200714 060241	23526.885	4.78	9.22	7.172
20200714 060243	23529.012	4.76	9.21	7.157
20200714 060245	23531.139	4.76	9.19	7.142
20200714 060248	23533.267	4.75	9.18	7.134
20200714 060250	23535.389	4.73	9.17	7.112
20200714 060252	23537.521	4.73	9.16	7.097
20200714 060254	23539.648	4.72	9.15	7.097
20200714 060256	23541.788	4.7	9.14	7.082
20200714 060258	23543.919	4.7	9.13	7.067
20200714 060300	23546.042	4.68	9.13	7.052
20200714 060302	23548.173	4.67	9.12	7.037
20200714 060305	23550.3	4.66	9.11	7.021
20200714 060307	23552.427	4.65	9.1	7.021
20200714 060309	23554.554	4.64	9.08	7.006
20200714 060311	23556.678	4.63	9.06	6.991
20200714 060313	23558.805	4.62	9.06	6.975
20200714 060315	23560.936	4.61	9.05	6.96
20200714 060317	23563.063	4.6	9.03	6.96
20200714 060320	23565.188	4.59	9.02	6.952
20200714 060322	23567.316	4.57	9.01	6.937
20200714 060324	23569.445	4.56	8.99	6.922
20200714 060326	23571.572	4.55	8.99	6.907
20200714 060328	23573.699	4.54	8.98	6.899
20200714 060330	23575.826	4.53	8.96	6.884
20200714 060332	23577.953	4.52	8.96	6.884
20200714 060334	23580.08	4.5	8.94	6.861
20200714 060337	23582.207	4.5	8.93	6.846
20200714 060339	23584.351	4.48	8.92	6.831
20200714 060341	23586.478	4.47	8.91	6.831
20200714 060343	23588.605	4.46	8.9	6.816
20200714 060345	23590.732	4.45	8.89	6.8
20200714 060347	23592.859	4.43	8.88	6.793
20200714 060349	23594.986	4.43	8.86	6.777
20200714 060351	23597.11	4.41	8.86	6.777
20200714 060354	23599.241	4.4	8.84	6.762
20200714 060356	23601.368	4.39	8.83	6.739
20200714 060358	23603.493	4.38	8.83	6.739
20200714 060400	23605.621	4.36	8.81	6.717
20200714 060402	23607.749	4.36	8.8	6.709
20200714 060404	23609.872	4.34	8.8	6.694
20200714 060406	23612.004	4.33	8.78	6.686
20200714 060408	23614.123	4.32	8.77	6.671
20200714 060411	23616.242	4.31	8.76	6.656
20200714 060413	23618.367	4.3	8.75	6.648
20200714 060415	23620.496	4.29	8.73	6.641
20200714 060417	23622.623	4.28	8.72	6.625
20200714 060419	23624.751	4.27	8.7	6.618
20200714 060421	23626.878	4.25	8.68	6.603
20200714 060423	23629.004	4.24	8.68	6.595
20200714 060425	23631.126	4.23	8.66	6.587
20200714 060428	23633.254	4.22	8.65	6.565
20200714 060430	23635.384	4.21	8.65	6.549
20200714 060432	23637.513	4.2	8.63	6.549
20200714 060434	23639.643	4.19	8.62	6.542
20200714 060436	23641.768	4.17	8.61	6.527
20200714 060438	23643.895	4.17	8.6	6.511
20200714 060440	23646.038	4.15	8.58	6.504
20200714 060442	23648.16	4.14	8.58	6.487
20200714 060445	23650.291	4.13	8.57	6.472
20200714 060447	23652.42	4.12	8.55	6.457
20200714 060449	23654.547	4.1	8.54	6.449
20200714 060451	23656.674	4.1	8.53	6.441
20200714 060453	23658.801	4.08	8.51	6.434
20200714 060455	23660.922	4.07	8.51	6.41
20200714 060457	23663.039	4.06	8.51	6.403
20200714 060459	23665.166	4.05	8.5	6.395
20200714 060502	23667.289	4.04	8.49	6.387
20200714 060504	23669.421	4.03	8.47	6.372
20200714 060506	23671.548	4.02	8.47	6.357
20200714 060508	23673.675	4.0	8.45	6.349
20200714 060510	23675.802	4.0	8.43	6.341
20200714 060512	23677.93	3.98	8.43	6.318
20200714 060514	23680.057	3.97	8.42	6.311
20200714 060517	23682.2	3.96	8.41	6.303
20200714 060519	23684.324	3.95	8.41	6.295
20200714 060521	23686.454	3.93	8.4	6.28
20200714 060523	23688.597	3.93	8.39	6.272
20200714 060525	23690.724	3.91	8.39	6.264
20200714 060527	23692.852	3.9	8.37	6.257
20200714 060529	23694.979	3.89	8.36	6.241
20200714 060531	23697.1	3.88	8.35	6.234
20200714 060534	23699.232	3.87	8.34	6.218
20200714 060536	23701.36	3.86	8.33	6.211
20200714 060538	23703.484	3.85	8.33	6.195
20200714 060540	23705.615	3.84	8.32	6.172
20200714 060542	23707.742	3.83	8.31	6.164
20200714 060544	23709.869	3.82	8.3	6.164
20200714 060546	23711.996	3.81	8.29	6.149
20200714 060548	23714.123	3.8	8.28	6.141
20200714 060551	23716.25	3.79	8.27	6.134
20200714 060553	23718.377	3.78	8.26	6.111
20200714 060555	23720.504	3.77	8.25	6.103
20200714 060557	23722.632	3.76	8.25	6.095
20200714 060559	23724.758	3.74	8.24	6.08
20200714 060601	23726.88	3.74	8.22	6.072
20200714 060603	23729.013	3.73	8.23	6.064
20200714 060605	23731.156	3.72	8.21	6.049
20200714 060608	23733.283	3.71	8.19	6.034
20200714 060610	23735.411	3.7	8.19	6.034
20200714 060612	23737.538	3.68	8.17	6.018
20200714 060614	23739.665	3.68	8.14	6.011
20200714 060616	23741.792	3.66	8.14	5.994
20200714 060618	23743.916	3.65	8.12	5.986
20200714 060620	23746.047	3.65	8.1	5.978
20200714 060622	23748.174	3.63	8.09	5.963
20200714 060625	23750.301	3.62	8.08	5.947
20200714 060627	23752.428	3.62	8.07	5.94
20200714 060629	23754.554	3.6	8.07	5.924
20200714 060631	23756.68	3.59	8.06	5.908
20200714 060633	23758.81	3.58	8.05	5.893
20200714 060635	23760.933	3.57	8.05	5.893
20200714 060637	23763.064	3.56	8.03	5.885
20200714 060640	23765.191	3.55	8.02	5.87
20200714 060642	23767.318	3.54	8.02	5.862
20200714 060644	23769.445	3.53	8.01	5.838
20200714 060646	23771.573	3.52	7.99	5.831
20200714 060648	23773.716	3.51	7.99	5.823
20200714 060650	23775.837	3.5	7.97	5.815
20200714 060652	23777.97	3.49	7.95	5.807
20200714 060654	23780.097	3.48	7.95	5.792
20200714 060657	23782.224	3.47	7.93	5.792
20200714 060659	23784.349	3.46	7.92	5.776
20200714 060701	23786.479	3.45	7.92	5.768
20200714 060703	23788.606	3.43	7.91	5.753
20200714 060705	23790.731	3.43	7.9	5.745
