clock	watch	T_int	T_ext	T_ref
20200714 053031	21596.455	21.23	23.5	23.047
20200714 053033	21598.584	21.22	23.47	23.023
20200714 053035	21600.727	21.19	23.45	23.005
20200714 053037	21602.854	21.16	23.44	22.981
20200714 053039	21604.981	21.15	23.41	22.963
20200714 053041	21607.118	21.12	23.39	22.939
20200714 053044	21609.244	21.09	23.38	22.915
20200714 053046	21611.375	21.08	23.35	22.898
20200714 053048	21613.5	21.05	23.33	22.88
20200714 053050	21615.633	21.03	23.32	22.862
20200714 053052	21617.76	21.01	23.29	22.838
20200714 053054	21619.887	20.98	23.27	22.814
20200714 053056	21622.008	20.96	23.26	22.796
20200714 053058	21624.142	20.94	23.24	22.772
20200714 053101	21626.267	20.92	23.22	22.754
20200714 053103	21628.392	20.89	23.21	22.736
20200714 053105	21630.526	20.88	23.18	22.712
20200714 053107	21632.651	20.85	23.16	22.688
20200714 053109	21634.778	20.82	23.15	22.67
20200714 053111	21636.905	20.81	23.13	22.646
20200714 053113	21639.032	20.78	23.11	22.617
20200714 053115	21641.157	20.75	23.1	22.605
20200714 053118	21643.283	20.74	23.08	22.574
20200714 053120	21645.413	20.71	23.05	22.556
20200714 053122	21647.541	20.68	23.05	22.538
20200714 053124	21649.684	20.67	23.02	22.514
20200714 053126	21651.804	20.64	22.99	22.496
20200714 053128	21653.938	20.62	22.99	22.478
20200714 053130	21656.065	20.6	22.96	22.461
20200714 053133	21658.193	20.58	22.96	22.437
20200714 053135	21660.318	20.55	22.93	22.413
20200714 053137	21662.447	20.54	22.91	22.389
20200714 053139	21664.574	20.51	22.9	22.365
20200714 053141	21666.701	20.48	22.88	22.353
20200714 053143	21668.828	20.47	22.85	22.329
20200714 053145	21670.956	20.44	22.84	22.311
20200714 053147	21673.083	20.41	22.82	22.299
20200714 053150	21675.21	20.4	22.79	22.275
20200714 053152	21677.337	20.37	22.79	22.251
20200714 053154	21679.459	20.35	22.76	22.227
20200714 053156	21681.584	20.33	22.74	22.203
20200714 053158	21683.719	20.31	22.73	22.178
20200714 053200	21685.846	20.28	22.71	22.166
20200714 053202	21687.973	20.27	22.68	22.142
20200714 053204	21690.098	20.24	22.68	22.118
20200714 053207	21692.244	20.21	22.65	22.1
20200714 053209	21694.37	20.2	22.63	22.076
20200714 053211	21696.497	20.17	22.62	22.058
20200714 053213	21698.625	20.15	22.6	22.034
20200714 053215	21700.752	20.13	22.57	22.016
20200714 053217	21702.875	20.11	22.56	21.992
20200714 053219	21705.006	20.08	22.54	21.974
20200714 053221	21707.134	20.07	22.51	21.95
20200714 053224	21709.254	20.04	22.51	21.932
20200714 053226	21711.388	20.01	22.49	21.914
20200714 053228	21713.515	20.0	22.46	21.89
20200714 053230	21715.637	19.97	22.46	21.872
20200714 053232	21717.769	19.94	22.43	21.848
20200714 053234	21719.897	19.93	22.41	21.824
20200714 053236	21722.024	19.91	22.4	21.805
20200714 053238	21724.151	19.88	22.37	21.787
20200714 053241	21726.278	19.87	22.35	21.769
20200714 053243	21728.403	19.84	22.34	21.745
20200714 053245	21730.531	19.81	22.32	21.727
20200714 053247	21732.66	19.8	22.29	21.703
20200714 053249	21734.798	19.77	22.29	21.679
20200714 053251	21736.93	19.75	22.27	21.66
20200714 053253	21739.053	19.73	22.24	21.642
20200714 053256	21741.184	19.71	22.23	21.624
20200714 053258	21743.312	19.68	22.21	21.6
20200714 053300	21745.439	19.67	22.18	21.582
20200714 053302	21747.566	19.64	22.18	21.558
20200714 053304	21749.686	19.61	22.15	21.534
20200714 053306	21751.82	19.6	22.13	21.522
20200714 053308	21753.948	19.57	22.12	21.498
20200714 053310	21756.075	19.54	22.1	21.473
20200714 053313	21758.202	19.53	22.07	21.449
20200714 053315	21760.329	19.5	22.07	21.425
20200714 053317	21762.459	19.47	22.04	21.407
20200714 053319	21764.584	19.46	22.02	21.395
20200714 053321	21766.71	19.43	22.02	21.37
20200714 053323	21768.838	19.4	21.99	21.352
20200714 053325	21770.965	19.39	21.97	21.328
20200714 053327	21773.092	19.36	21.96	21.31
20200714 053330	21775.219	19.34	21.94	21.292
20200714 053332	21777.363	19.32	21.91	21.274
20200714 053334	21779.49	19.3	21.91	21.237
20200714 053336	21781.611	19.28	21.88	21.219
20200714 053338	21783.744	19.26	21.86	21.195
20200714 053340	21785.871	19.23	21.85	21.171
20200714 053342	21787.999	19.21	21.83	21.159
20200714 053344	21790.126	19.19	21.8	21.159
20200714 053347	21792.253	19.16	21.79	21.128
20200714 053349	21794.38	19.15	21.77	21.104
20200714 053351	21796.51	19.12	21.74	21.086
20200714 053353	21798.628	19.1	21.74	21.068
20200714 053355	21800.757	19.08	21.72	21.044
20200714 053357	21802.889	19.06	21.69	21.019
20200714 053359	21805.014	19.03	21.69	21.001
20200714 053401	21807.143	19.02	21.66	20.977
20200714 053404	21809.264	18.99	21.64	20.952
20200714 053406	21811.398	18.96	21.63	20.934
20200714 053408	21813.525	18.95	21.61	20.916
20200714 053410	21815.649	18.92	21.58	20.898
20200714 053412	21817.779	18.9	21.58	20.873
20200714 053414	21819.918	18.89	21.55	20.861
20200714 053416	21822.05	18.86	21.53	20.831
20200714 053418	21824.177	18.83	21.52	20.813
20200714 053421	21826.32	18.82	21.5	20.788
20200714 053423	21828.442	18.79	21.47	20.776
20200714 053425	21830.572	18.77	21.47	20.752
20200714 053427	21832.702	18.76	21.44	20.728
20200714 053429	21834.829	18.73	21.44	20.709
20200714 053431	21836.95	18.7	21.41	20.685
20200714 053433	21839.083	18.69	21.39	20.667
20200714 053436	21841.21	18.66	21.38	20.642
20200714 053438	21843.338	18.64	21.36	20.624
20200714 053440	21845.465	18.62	21.33	20.6
20200714 053442	21847.585	18.6	21.33	20.587
20200714 053444	21849.719	18.57	21.3	20.563
20200714 053446	21851.846	18.56	21.28	20.545
20200714 053448	21853.973	18.53	21.28	20.526
20200714 053450	21856.099	18.51	21.25	20.502
20200714 053453	21858.226	18.49	21.22	20.478
20200714 053455	21860.355	18.47	21.22	20.459
20200714 053457	21862.482	18.44	21.19	20.441
20200714 053459	21864.609	18.43	21.17	20.417
20200714 053501	21866.733	18.4	21.16	20.392
20200714 053503	21868.879	18.37	21.14	20.374
20200714 053505	21871.007	18.36	21.12	20.356
20200714 053507	21873.134	18.33	21.11	20.331
20200714 053510	21875.277	18.31	21.09	20.313
20200714 053512	21877.404	18.3	21.06	20.295
20200714 053514	21879.531	18.27	21.06	20.264
20200714 053516	21881.652	18.24	21.03	20.246
20200714 053518	21883.785	18.23	21.01	20.227
20200714 053520	21885.912	18.21	21.0	20.209
20200714 053522	21888.04	18.18	20.98	20.185
20200714 053524	21890.167	18.17	20.95	20.166
20200714 053527	21892.294	18.14	20.95	20.136
20200714 053529	21894.421	18.11	20.93	20.117
20200714 053531	21896.547	18.1	20.9	20.099
20200714 053533	21898.676	18.07	20.9	20.074
20200714 053535	21900.803	18.05	20.87	20.044
20200714 053537	21902.946	18.04	20.85	20.007
20200714 053539	21905.073	18.01	20.84	20.007
20200714 053542	21907.216	17.98	20.82	20.001
20200714 053544	21909.343	17.97	20.79	20.001
20200714 053546	21911.47	17.95	20.79	20.001
20200714 053548	21913.614	17.92	20.76	19.977
20200714 053550	21915.735	17.91	20.74	19.946
20200714 053552	21917.862	17.88	20.73	19.922
20200714 053554	21920.005	17.85	20.71	19.897
20200714 053556	21922.138	17.84	20.68	19.879
20200714 053559	21924.266	17.81	20.68	19.854
20200714 053601	21926.393	17.79	20.65	19.829
20200714 053603	21928.52	17.78	20.62	19.811
20200714 053605	21930.647	17.75	20.62	19.786
20200714 053607	21932.774	17.72	20.59	19.768
20200714 053609	21934.896	17.71	20.57	19.743
20200714 053611	21937.025	17.68	20.57	19.725
20200714 053613	21939.153	17.66	20.54	19.713
20200714 053616	21941.283	17.64	20.52	19.688
20200714 053618	21943.41	17.62	20.51	19.664
20200714 053620	21945.537	17.59	20.49	19.645
20200714 053622	21947.665	17.58	20.46	19.627
20200714 053624	21949.792	17.55	20.46	19.608
20200714 053626	21951.919	17.52	20.43	19.584
20200714 053628	21954.046	17.51	20.41	19.565
20200714 053630	21956.167	17.49	20.41	19.535
20200714 053633	21958.296	17.46	20.38	19.516
20200714 053635	21960.428	17.45	20.36	19.498
20200714 053637	21962.554	17.42	20.36	19.485
20200714 053639	21964.682	17.39	20.33	19.46
20200714 053641	21966.809	17.38	20.31	19.442
20200714 053643	21968.937	17.35	20.3	19.423
20200714 053645	21971.061	17.33	20.28	19.405
20200714 053648	21973.191	17.31	20.25	19.38
20200714 053650	21975.318	17.29	20.25	19.362
20200714 053652	21977.445	17.28	20.22	19.337
20200714 053654	21979.572	17.25	20.2	19.312
20200714 053656	21981.7	17.22	20.19	19.3
20200714 053658	21983.825	17.21	20.17	19.282
20200714 053700	21985.954	17.19	20.15	19.263
20200714 053702	21988.081	17.16	20.14	19.238
20200714 053705	21990.208	17.15	20.12	19.226
20200714 053707	21992.328	17.12	20.09	19.195
20200714 053709	21994.46	17.1	20.08	19.183
20200714 053711	21996.59	17.08	20.06	19.158
20200714 053713	21998.733	17.06	20.04	19.14
20200714 053715	22000.86	17.03	20.03	19.121
20200714 053717	22002.982	17.02	20.01	19.103
20200714 053719	22005.13	16.99	19.98	19.078
20200714 053722	22007.258	16.97	19.97	19.059
20200714 053724	22009.385	16.96	19.95	19.041
20200714 053726	22011.527	16.93	19.93	19.016
20200714 053728	22013.655	16.91	19.92	18.991
20200714 053730	22015.782	16.89	19.9	18.979
20200714 053732	22017.926	16.87	19.87	18.954
20200714 053734	22020.053	16.84	19.87	18.942
20200714 053736	22022.173	16.83	19.84	18.911
20200714 053739	22024.307	16.8	19.82	18.898
20200714 053741	22026.434	16.78	19.82	18.873
20200714 053743	22028.559	16.76	19.79	18.855
20200714 053745	22030.688	16.74	19.77	18.83
20200714 053747	22032.816	16.71	19.76	18.818
20200714 053749	22034.943	16.7	19.74	18.793
20200714 053751	22037.063	16.67	19.72	18.781
20200714 053754	22039.193	16.65	19.71	18.75
20200714 053756	22041.324	16.64	19.69	18.731
20200714 053758	22043.445	16.61	19.68	18.719
20200714 053800	22045.579	16.59	19.65	18.694
20200714 053802	22047.706	16.57	19.63	18.681
20200714 053804	22049.83	16.55	19.63	18.656
20200714 053806	22051.954	16.52	19.6	18.638
20200714 053808	22054.087	16.51	19.58	18.613
20200714 053811	22056.215	16.48	19.57	18.594
20200714 053813	22058.342	16.46	19.55	18.575
20200714 053815	22060.484	16.44	19.53	18.557
20200714 053817	22062.612	16.42	19.52	18.538
20200714 053819	22064.739	16.39	19.5	18.513
20200714 053821	22066.859	16.38	19.47	18.494
20200714 053823	22068.993	16.35	19.47	18.476
20200714 053825	22071.121	16.33	19.44	18.451
20200714 053828	22073.248	16.32	19.42	18.432
20200714 053830	22075.375	16.29	19.42	18.414
20200714 053832	22077.502	16.27	19.39	18.395
20200714 053834	22079.628	16.25	19.37	18.37
20200714 053836	22081.754	16.23	19.36	18.351
20200714 053838	22083.884	16.2	19.34	18.333
20200714 053840	22086.011	16.19	19.31	18.32
20200714 053842	22088.138	16.16	19.31	18.295
20200714 053845	22090.265	16.14	19.28	18.27
20200714 053847	22092.388	16.13	19.26	18.251
20200714 053849	22094.519	16.1	19.25	18.233
20200714 053851	22096.641	16.08	19.23	18.214
20200714 053853	22098.774	16.07	19.21	18.189
20200714 053855	22100.903	16.04	19.2	18.17
20200714 053857	22103.044	16.02	19.18	18.151
20200714 053859	22105.171	16.01	19.15	18.133
20200714 053902	22107.297	15.98	19.15	18.114
20200714 053904	22109.442	15.96	19.13	18.095
20200714 053906	22111.564	15.95	19.1	18.07
20200714 053908	22113.696	15.92	19.1	18.051
20200714 053910	22115.823	15.9	19.07	18.039
20200714 053912	22117.951	15.88	19.05	18.02
20200714 053914	22120.074	15.86	19.04	17.995
20200714 053917	22122.205	15.83	19.02	17.983
20200714 053919	22124.332	15.82	18.99	17.958
20200714 053921	22126.459	15.8	18.99	17.939
20200714 053923	22128.586	15.77	18.97	17.92
20200714 053925	22130.713	15.76	18.94	17.901
20200714 053927	22132.841	15.73	18.94	17.876
20200714 053929	22134.968	15.71	18.91	17.857
20200714 053931	22137.09	15.7	18.89	17.838
20200714 053934	22139.222	15.67	18.89	17.819
20200714 053936	22141.35	15.64	18.86	17.801
20200714 053938	22143.477	15.63	18.84	17.782
20200714 053940	22145.604	15.61	18.83	17.757
20200714 053942	22147.725	15.58	18.81	17.738
20200714 053944	22149.858	15.57	18.78	17.719
20200714 053946	22152.001	15.54	18.78	17.7
20200714 053948	22154.128	15.52	18.76	17.675
20200714 053951	22156.255	15.51	18.73	17.637
20200714 053953	22158.379	15.48	18.73	17.644
20200714 053955	22160.51	15.46	18.7	17.644
20200714 053957	22162.637	15.44	18.68	17.612
20200714 053959	22164.764	15.42	18.67	17.587
20200714 054001	22166.888	15.4	18.65	17.568
20200714 054003	22169.019	15.38	18.63	17.549
20200714 054005	22171.146	15.36	18.62	17.537
20200714 054008	22173.273	15.35	18.6	17.512
20200714 054010	22175.4	15.32	18.57	17.493
20200714 054012	22177.527	15.3	18.57	17.467
20200714 054014	22179.655	15.28	18.55	17.448
20200714 054016	22181.782	15.26	18.52	17.436
20200714 054018	22183.909	15.24	18.52	17.417
20200714 054020	22186.036	15.23	18.49	17.392
20200714 054022	22188.163	15.2	18.47	17.373
20200714 054025	22190.294	15.18	18.47	17.347
20200714 054027	22192.418	15.17	18.44	17.329
20200714 054029	22194.542	15.14	18.42	17.316
20200714 054031	22196.672	15.12	18.41	17.297
20200714 054033	22198.799	15.1	18.39	17.272
20200714 054035	22200.927	15.08	18.36	17.253
20200714 054037	22203.054	15.06	18.36	17.234
20200714 054040	22205.178	15.04	18.34	17.215
20200714 054042	22207.308	15.02	18.31	17.19
20200714 054044	22209.435	14.99	18.31	17.177
20200714 054046	22211.562	14.98	18.28	17.158
20200714 054048	22213.687	14.96	18.28	17.139
20200714 054050	22215.817	14.93	18.26	17.12
20200714 054052	22217.944	14.92	18.23	17.101
20200714 054054	22220.071	14.9	18.23	17.082
20200714 054057	22222.198	14.88	18.21	17.063
20200714 054059	22224.325	14.86	18.19	17.038
20200714 054101	22226.453	14.84	18.18	17.025
20200714 054103	22228.58	14.82	18.16	17.006
20200714 054105	22230.723	14.81	18.13	16.974
20200714 054107	22232.85	14.78	18.13	16.968
20200714 054109	22234.977	14.76	18.1	16.949
20200714 054111	22237.121	14.75	18.08	16.93
20200714 054114	22239.248	14.72	18.07	16.904
20200714 054116	22241.375	14.7	18.05	16.885
20200714 054118	22243.518	14.69	18.03	16.866
20200714 054120	22245.645	14.66	18.02	16.847
20200714 054122	22247.772	14.64	18.0	16.828
20200714 054124	22249.899	14.63	17.98	16.809
20200714 054126	22252.027	14.6	17.97	16.79
20200714 054128	22254.154	14.58	17.95	16.771
20200714 054131	22256.281	14.57	17.93	16.752
20200714 054133	22258.402	14.54	17.92	16.733
20200714 054135	22260.535	14.52	17.9	16.714
20200714 054137	22262.663	14.51	17.87	16.701
20200714 054139	22264.79	14.49	17.87	16.676
20200714 054141	22266.916	14.46	17.85	16.657
20200714 054143	22269.06	14.45	17.82	16.644
20200714 054146	22271.187	14.43	17.82	16.618
20200714 054148	22273.314	14.4	17.8	16.599
20200714 054150	22275.434	14.39	17.77	16.574
20200714 054152	22277.566	14.37	17.77	16.554
20200714 054154	22279.688	14.34	17.75	16.542
20200714 054156	22281.817	14.33	17.72	16.516
20200714 054158	22283.95	14.3	17.72	16.503
20200714 054200	22286.077	14.28	17.69	16.484
20200714 054203	22288.204	14.27	17.67	16.465
20200714 054205	22290.331	14.25	17.67	16.446
20200714 054207	22292.457	14.22	17.64	16.433
20200714 054209	22294.588	14.21	17.62	16.414
20200714 054211	22296.713	14.19	17.62	16.395
20200714 054213	22298.84	14.16	17.59	16.376
20200714 054215	22300.968	14.15	17.57	16.357
20200714 054217	22303.095	14.13	17.56	16.338
20200714 054220	22305.234	14.1	17.54	16.319
20200714 054222	22307.365	14.09	17.52	16.299
20200714 054224	22309.508	14.07	17.51	16.28
20200714 054226	22311.635	14.05	17.49	16.268
20200714 054228	22313.762	14.03	17.47	16.241
20200714 054230	22315.906	14.01	17.46	16.222
20200714 054232	22318.033	13.99	17.44	16.203
20200714 054234	22320.16	13.98	17.41	16.19
20200714 054237	22322.303	13.95	17.41	16.164
20200714 054239	22324.427	13.93	17.39	16.139
20200714 054241	22326.554	13.92	17.36	16.132
20200714 054243	22328.684	13.9	17.36	16.113
20200714 054245	22330.812	13.87	17.34	16.088
20200714 054247	22332.936	13.86	17.31	16.075
20200714 054249	22335.066	13.84	17.31	16.055
20200714 054252	22337.193	13.81	17.28	16.03
20200714 054254	22339.32	13.8	17.26	16.017
20200714 054256	22341.448	13.78	17.26	15.998
20200714 054258	22343.575	13.76	17.23	15.985
20200714 054300	22345.702	13.74	17.21	15.972
20200714 054302	22347.845	13.72	17.21	15.934
20200714 054304	22349.972	13.7	17.18	15.921
20200714 054306	22352.099	13.69	17.16	15.914
20200714 054309	22354.235	13.66	17.16	15.889
20200714 054311	22356.37	13.64	17.13	15.87
20200714 054313	22358.497	13.63	17.11	15.85
20200714 054315	22360.634	13.61	17.11	15.83
20200714 054317	22362.766	13.58	17.08	15.811
20200714 054319	22364.894	13.57	17.06	15.792
20200714 054321	22367.037	13.55	17.06	15.779
20200714 054323	22369.165	13.53	17.03	15.753
20200714 054326	22371.292	13.51	17.01	15.734
20200714 054328	22373.434	13.49	17.0	15.714
20200714 054330	22375.562	13.47	16.98	15.708
20200714 054332	22377.689	13.46	16.96	15.682
20200714 054334	22379.816	13.44	16.95	15.663
20200714 054336	22381.944	13.41	16.93	15.637
20200714 054338	22384.071	13.4	16.91	15.624
20200714 054341	22386.198	13.38	16.91	15.598
20200714 054343	22388.325	13.35	16.88	15.592
20200714 054345	22390.452	13.34	16.86	15.572
20200714 054347	22392.58	13.32	16.86	15.547
20200714 054349	22394.7	13.31	16.83	15.527
20200714 054351	22396.834	13.28	16.81	15.521
20200714 054353	22398.961	13.26	16.81	15.495
20200714 054355	22401.082	13.25	16.78	15.476
20200714 054358	22403.215	13.23	16.76	15.463
20200714 054400	22405.342	13.2	16.75	15.444
20200714 054402	22407.469	13.19	16.73	15.417
20200714 054404	22409.596	13.17	16.71	15.404
20200714 054406	22411.724	13.15	16.71	15.385
20200714 054408	22413.844	13.13	16.68	15.359
20200714 054410	22415.989	13.11	16.66	15.339
20200714 054412	22418.121	13.09	16.66	15.326
20200714 054415	22420.249	13.08	16.63	15.307
20200714 054417	22422.392	13.05	16.61	15.287
20200714 054419	22424.52	13.03	16.6	15.268
20200714 054421	22426.646	13.02	16.58	15.242
20200714 054423	22428.773	13.0	16.56	15.222
20200714 054425	22430.9	12.98	16.55	15.209
20200714 054427	22433.027	12.96	16.53	15.203
20200714 054429	22435.153	12.94	16.51	15.197
20200714 054432	22437.282	12.92	16.51	15.177
20200714 054434	22439.425	12.91	16.49	15.151
20200714 054436	22441.552	12.88	16.46	15.138
20200714 054438	22443.679	12.86	16.46	15.119
20200714 054440	22445.818	12.85	16.44	15.093
20200714 054442	22447.95	12.83	16.42	15.067
20200714 054444	22450.077	12.8	16.41	15.06
20200714 054447	22452.204	12.79	16.39	15.041
20200714 054449	22454.331	12.77	16.38	15.021
20200714 054451	22456.458	12.75	16.36	15.001
20200714 054453	22458.586	12.73	16.34	14.975
20200714 054455	22460.706	12.71	16.33	14.962
20200714 054457	22462.84	12.69	16.31	14.949
20200714 054459	22464.967	12.68	16.28	14.929
20200714 054501	22467.094	12.65	16.28	14.916
20200714 054504	22469.221	12.63	16.26	14.89
20200714 054506	22471.348	12.62	16.23	14.871
20200714 054508	22473.47	12.6	16.23	14.851
20200714 054510	22475.601	12.58	16.21	14.838
20200714 054512	22477.73	12.57	16.18	14.818
20200714 054514	22479.857	12.55	16.18	14.799
20200714 054516	22481.983	12.53	16.15	14.786
20200714 054518	22484.111	12.51	16.13	14.773
20200714 054521	22486.239	12.49	16.13	14.747
20200714 054523	22488.382	12.47	16.11	14.727
20200714 054525	22490.509	12.46	16.09	14.714
20200714 054527	22492.636	12.44	16.08	14.688
20200714 054529	22494.76	12.42	16.06	14.675
20200714 054531	22496.891	12.41	16.04	14.649
20200714 054533	22499.012	12.38	16.03	14.649
20200714 054535	22501.139	12.36	16.01	14.629
20200714 054538	22503.272	12.35	15.99	14.602
20200714 054540	22505.399	12.33	15.99	14.589
20200714 054542	22507.526	12.31	15.96	14.57
20200714 054544	22509.653	12.3	15.94	14.55
20200714 054546	22511.779	12.27	15.94	14.53
20200714 054548	22513.908	12.25	15.92	14.511
20200714 054550	22516.032	12.24	15.9	14.497
20200714 054552	22518.159	12.22	15.89	14.484
20200714 054555	22520.289	12.2	15.87	14.458
20200714 054557	22522.416	12.18	15.85	14.445
20200714 054559	22524.54	12.16	15.84	14.419
20200714 054601	22526.671	12.14	15.82	14.412
20200714 054603	22528.797	12.13	15.8	14.392
20200714 054605	22530.941	12.11	15.79	14.373
20200714 054607	22533.068	12.08	15.77	14.359
20200714 054610	22535.193	12.07	15.75	14.34
20200714 054612	22537.322	12.05	15.74	14.32
20200714 054614	22539.445	12.03	15.72	14.287
20200714 054616	22541.577	12.02	15.7	14.294
20200714 054618	22543.701	12.0	15.69	14.267
20200714 054620	22545.831	11.97	15.67	14.254
20200714 054622	22547.952	11.96	15.65	14.241
20200714 054624	22550.086	11.94	15.64	14.215
20200714 054627	22552.213	11.92	15.62	14.202
20200714 054629	22554.34	11.91	15.6	14.181
20200714 054631	22556.469	11.89	15.59	14.162
20200714 054633	22558.594	11.86	15.57	14.142
20200714 054635	22560.721	11.85	15.55	14.122
20200714 054637	22562.849	11.83	15.55	14.115
20200714 054639	22564.976	11.81	15.52	14.096
20200714 054641	22567.103	11.8	15.5	14.076
20200714 054644	22569.233	11.77	15.5	14.062
20200714 054646	22571.358	11.75	15.48	14.043
20200714 054648	22573.501	11.74	15.46	14.023
20200714 054650	22575.627	11.72	15.45	14.003
20200714 054652	22577.755	11.71	15.43	13.99
20200714 054654	22579.896	11.69	15.41	13.976
20200714 054656	22582.025	11.66	15.41	13.95
20200714 054658	22584.151	11.65	15.38	13.93
20200714 054701	22586.278	11.63	15.36	13.917
20200714 054703	22588.407	11.61	15.36	13.904
20200714 054705	22590.534	11.6	15.34	13.891
20200714 054707	22592.661	11.58	15.31	13.864
20200714 054709	22594.789	11.56	15.31	13.844
20200714 054711	22596.916	11.55	15.28	13.838
20200714 054713	22599.039	11.52	15.26	13.818
20200714 054715	22601.17	11.5	15.26	13.791
20200714 054718	22603.297	11.49	15.24	13.772
20200714 054720	22605.42	11.47	15.22	13.758
20200714 054722	22607.552	11.45	15.21	13.744
20200714 054724	22609.675	11.44	15.19	13.724
20200714 054726	22611.806	11.42	15.17	13.704
20200714 054728	22613.933	11.4	15.16	13.698
20200714 054730	22616.06	11.38	15.14	13.678
20200714 054733	22618.183	11.36	15.12	13.658
20200714 054735	22620.315	11.34	15.11	13.638
20200714 054737	22622.458	11.33	15.09	13.625
20200714 054739	22624.585	11.31	15.08	13.605
20200714 054741	22626.712	11.29	15.07	13.591
20200714 054743	22628.833	11.28	15.05	13.571
20200714 054745	22630.966	11.26	15.05	13.551
20200714 054747	22633.093	11.24	15.03	13.538
20200714 054750	22635.221	11.23	15.01	13.518
20200714 054752	22637.349	11.21	15.0	13.498
20200714 054754	22639.474	11.18	14.98	13.485
20200714 054756	22641.602	11.17	14.96	13.465
20200714 054758	22643.729	11.15	14.95	13.451
20200714 054800	22645.856	11.13	14.93	13.431
20200714 054802	22647.983	11.12	14.91	13.418
20200714 054804	22650.111	11.1	14.9	13.398
20200714 054807	22652.234	11.08	14.88	13.385
20200714 054809	22654.365	11.07	14.86	13.365
20200714 054811	22656.492	11.05	14.86	13.345
20200714 054813	22658.619	11.03	14.84	13.324
20200714 054815	22660.745	11.01	14.82	13.304
20200714 054817	22662.873	10.99	14.81	13.297
20200714 054819	22665.016	10.97	14.79	13.271
20200714 054821	22667.144	10.96	14.77	13.257
20200714 054824	22669.27	10.94	14.76	13.237
20200714 054826	22671.398	10.92	14.74	13.224
20200714 054828	22673.525	10.91	14.72	13.217
20200714 054830	22675.652	10.89	14.72	13.19
20200714 054832	22677.773	10.86	14.69	13.177
20200714 054834	22679.907	10.85	14.67	13.15
20200714 054836	22682.034	10.83	14.67	13.137
20200714 054838	22684.161	10.81	14.65	13.13
20200714 054841	22686.288	10.8	14.62	13.103
20200714 054843	22688.415	10.78	14.62	13.09
20200714 054845	22690.543	10.76	14.6	13.076
20200714 054847	22692.67	10.75	14.58	13.049
20200714 054849	22694.797	10.73	14.58	13.036
20200714 054851	22696.922	10.71	14.56	13.009
20200714 054853	22699.046	10.7	14.54	13.002
20200714 054855	22701.175	10.67	14.53	12.982
20200714 054858	22703.305	10.65	14.51	12.969
20200714 054900	22705.433	10.64	14.49	12.956
20200714 054902	22707.575	10.62	14.49	12.935
20200714 054904	22709.699	10.6	14.47	12.922
20200714 054906	22711.83	10.59	14.44	12.901
20200714 054908	22713.973	10.57	14.44	12.888
20200714 054910	22716.1	10.55	14.42	12.861
20200714 054913	22718.222	10.53	14.4	12.854
20200714 054915	22720.37	10.51	14.4	12.834
20200714 054917	22722.498	10.49	14.38	12.82
20200714 054919	22724.625	10.48	14.35	12.807
20200714 054921	22726.752	10.46	14.35	12.78
20200714 054923	22728.879	10.44	14.33	12.759
20200714 054925	22731.007	10.43	14.3	12.746
20200714 054927	22733.134	10.41	14.3	12.732
20200714 054930	22735.261	10.39	14.28	12.712
20200714 054932	22737.388	10.38	14.26	12.699
20200714 054934	22739.518	10.36	14.25	12.678
20200714 054936	22741.638	10.34	14.23	12.672
20200714 054938	22743.77	10.33	14.21	12.665
20200714 054940	22745.913	10.31	14.21	12.638
20200714 054942	22748.036	10.29	14.19	12.624
20200714 054944	22750.165	10.28	14.17	12.597
20200714 054947	22752.31	10.26	14.16	12.584
20200714 054949	22754.437	10.24	14.14	12.57
20200714 054951	22756.565	10.23	14.12	12.55
20200714 054953	22758.708	10.21	14.12	12.537
20200714 054955	22760.835	10.19	14.1	12.516
20200714 054957	22762.962	10.18	14.08	12.496
20200714 054959	22765.089	10.16	14.07	12.489
20200714 055002	22767.217	10.14	14.05	12.468
20200714 055004	22769.344	10.13	14.03	12.461
20200714 055006	22771.47	10.11	14.03	12.434
20200714 055008	22773.598	10.09	14.01	12.421
20200714 055010	22775.723	10.08	13.99	12.4
20200714 055012	22777.852	10.06	13.98	12.38
20200714 055014	22779.976	10.05	13.96	12.373
20200714 055016	22782.106	10.03	13.94	12.346
20200714 055019	22784.234	10.01	13.94	12.332
20200714 055021	22786.361	10.0	13.92	12.319
20200714 055023	22788.488	9.98	13.9	12.312
20200714 055025	22790.615	9.96	13.89	12.285
20200714 055027	22792.739	9.95	13.87	12.271
20200714 055029	22794.87	9.92	13.85	12.251
20200714 055031	22796.997	9.9	13.84	12.237
20200714 055033	22799.119	9.89	13.82	12.223
20200714 055036	22801.267	9.87	13.8	12.21
20200714 055038	22803.388	9.85	13.8	12.196
20200714 055040	22805.521	9.84	13.78	12.169
20200714 055042	22807.649	9.82	13.76	12.155
20200714 055044	22809.769	9.8	13.75	12.135
20200714 055046	22811.881	9.79	13.74	12.121
20200714 055048	22814.014	9.77	13.72	12.108
20200714 055050	22816.137	9.75	13.71	12.087
20200714 055053	22818.269	9.74	13.69	12.074
20200714 055055	22820.396	9.72	13.68	12.06
20200714 055057	22822.523	9.7	13.67	12.04
20200714 055059	22824.65	9.69	13.65	12.025
20200714 055101	22826.778	9.67	13.64	12.005
20200714 055103	22828.905	9.65	13.62	11.977
20200714 055105	22831.032	9.64	13.6	11.97
20200714 055107	22833.159	9.62	13.6	11.957
