clock	watch	T_int	T_ext	T_ref
20200714 083030	3583.953	18.26	19.84	19.535
20200714 083032	3586.073	18.29	19.82	19.516
20200714 083034	3588.205	18.35	19.81	19.498
20200714 083036	3590.344	18.42	19.8	19.485
20200714 083038	3592.478	18.45	19.77	19.467
20200714 083040	3594.605	18.52	19.77	19.448
20200714 083042	3596.727	18.58	19.75	19.43
20200714 083044	3598.857	18.61	19.73	19.423
20200714 083047	3600.986	18.68	19.72	19.411
20200714 083049	3603.115	18.75	19.71	19.393
20200714 083051	3605.239	18.78	19.69	19.38
20200714 083053	3607.366	18.85	19.68	19.374
20200714 083055	3609.494	18.91	19.67	19.362
20200714 083057	3611.624	18.95	19.65	19.362
20200714 083059	3613.742	19.01	19.64	19.343
20200714 083101	3615.875	19.08	19.62	19.337
20200714 083104	3617.999	19.11	19.61	19.337
20200714 083106	3620.124	19.18	19.6	19.331
20200714 083108	3622.257	19.24	19.59	19.319
20200714 083110	3624.387	19.28	19.57	19.319
20200714 083112	3626.506	19.34	19.57	19.319
20200714 083114	3628.64	19.41	19.55	19.319
20200714 083116	3630.759	19.44	19.54	19.312
20200714 083119	3632.909	19.5	19.53	19.319
20200714 083121	3635.037	19.57	19.52	19.312
20200714 083123	3637.164	19.6	19.5	19.319
20200714 083125	3639.287	19.67	19.5	19.319
20200714 083127	3641.411	19.73	19.49	19.325
20200714 083129	3643.54	19.76	19.48	19.319
20200714 083131	3645.672	19.83	19.47	19.325
20200714 083133	3647.799	19.9	19.46	19.331
20200714 083136	3649.925	19.93	19.45	19.337
20200714 083138	3652.053	19.99	19.45	19.349
20200714 083140	3654.176	20.02	19.44	19.349
20200714 083142	3656.302	20.09	19.43	19.362
20200714 083144	3658.438	20.15	19.43	19.368
20200714 083146	3660.559	20.18	19.42	19.38
20200714 083148	3662.692	20.25	19.41	19.386
20200714 083150	3664.814	20.31	19.41	19.405
20200714 083153	3666.94	20.34	19.4	19.411
20200714 083155	3669.07	20.41	19.39	19.417
20200714 083157	3671.194	20.47	19.39	19.436
20200714 083159	3673.325	20.51	19.39	19.448
20200714 083201	3675.468	20.57	19.38	19.454
20200714 083203	3677.594	20.64	19.38	19.473
20200714 083205	3679.721	20.67	19.38	19.473
20200714 083207	3681.862	20.73	19.38	19.492
20200714 083210	3683.988	20.8	19.37	19.51
20200714 083212	3686.123	20.83	19.37	19.528
20200714 083214	3688.258	20.9	19.37	19.541
20200714 083216	3690.389	20.96	19.37	19.553
20200714 083218	3692.513	20.99	19.37	19.571
20200714 083220	3694.644	21.06	19.37	19.596
20200714 083222	3696.77	21.12	19.37	19.608
20200714 083225	3698.894	21.15	19.38	19.621
20200714 083227	3701.026	21.22	19.38	19.639
20200714 083229	3703.147	21.28	19.38	19.651
20200714 083231	3705.278	21.31	19.38	19.67
20200714 083233	3707.408	21.38	19.38	19.688
20200714 083235	3709.537	21.44	19.39	19.7
20200714 083237	3711.662	21.47	19.39	19.725
20200714 083239	3713.789	21.54	19.4	19.743
20200714 083242	3715.91	21.6	19.4	19.756
20200714 083244	3718.039	21.63	19.41	19.786
20200714 083246	3720.171	21.7	19.41	19.805
20200714 083248	3722.294	21.76	19.42	19.829
20200714 083250	3724.427	21.79	19.43	19.848
20200714 083252	3726.548	21.86	19.43	19.866
20200714 083254	3728.679	21.92	19.44	19.891
20200714 083256	3730.806	21.95	19.45	19.915
20200714 083259	3732.93	22.01	19.45	19.934
20200714 083301	3735.077	22.08	19.46	19.964
20200714 083303	3737.204	22.11	19.47	19.995
20200714 083305	3739.327	22.17	19.48	20.001
20200714 083307	3741.454	22.23	19.49	20.001
20200714 083309	3743.579	22.26	19.5	20.007
20200714 083311	3745.712	22.33	19.5	20.026
20200714 083313	3747.85	22.39	19.51	20.056
20200714 083316	3749.978	22.42	19.53	20.093
20200714 083318	3752.107	22.48	19.53	20.117
20200714 083320	3754.237	22.54	19.54	20.142
20200714 083322	3756.379	22.57	19.56	20.166
20200714 083324	3758.507	22.63	19.56	20.191
20200714 083326	3760.628	22.69	19.58	20.221
20200714 083328	3762.778	22.72	19.6	20.246
20200714 083331	3764.905	22.78	19.6	20.271
20200714 083333	3767.028	22.84	19.62	20.301
20200714 083335	3769.159	22.87	19.64	20.331
20200714 083337	3771.28	22.93	19.64	20.356
20200714 083339	3773.413	22.99	19.66	20.386
20200714 083341	3775.541	23.02	19.68	20.411
20200714 083343	3777.667	23.09	19.68	20.435
20200714 083345	3779.795	23.15	19.7	20.466
20200714 083348	3781.916	23.17	19.72	20.502
20200714 083350	3784.044	23.24	19.73	20.533
20200714 083352	3786.192	23.3	19.75	20.563
20200714 083354	3788.315	23.33	19.77	20.587
20200714 083356	3790.445	23.39	19.77	20.612
20200714 083358	3792.591	23.45	19.79	20.642
20200714 083400	3794.713	23.48	19.82	20.679
20200714 083402	3796.845	23.54	19.82	20.709
20200714 083405	3798.984	23.6	19.84	20.74
20200714 083407	3801.112	23.63	19.87	20.77
20200714 083409	3803.242	23.69	19.87	20.801
20200714 083411	3805.379	23.75	19.9	20.831
20200714 083413	3807.512	23.78	19.92	20.855
20200714 083415	3809.642	23.84	19.93	20.898
20200714 083417	3811.78	23.9	19.95	20.934
20200714 083420	3813.91	23.93	19.98	20.952
20200714 083422	3816.03	23.98	19.98	20.983
20200714 083424	3818.179	24.02	20.01	21.025
20200714 083426	3820.307	24.04	20.04	21.056
20200714 083428	3822.432	24.05	20.04	21.086
20200714 083430	3824.561	24.06	20.07	21.128
20200714 083432	3826.684	24.05	20.1	21.159
20200714 083434	3828.814	24.03	20.1	21.177
20200714 083437	3830.943	24.0	20.13	21.213
20200714 083439	3833.064	23.99	20.16	21.249
20200714 083441	3835.196	23.96	20.16	21.286
20200714 083443	3837.323	23.92	20.19	21.31
20200714 083445	3839.453	23.91	20.22	21.346
20200714 083447	3841.58	23.87	20.23	21.383
20200714 083449	3843.706	23.84	20.26	21.401
20200714 083451	3845.831	23.83	20.29	21.431
20200714 083454	3847.963	23.79	20.29	21.473
20200714 083456	3850.082	23.76	20.32	21.498
20200714 083458	3852.215	23.75	20.35	21.528
20200714 083500	3854.343	23.71	20.36	21.552
20200714 083502	3856.469	23.68	20.39	21.588
20200714 083504	3858.595	23.67	20.42	21.618
20200714 083506	3860.718	23.64	20.42	21.642
20200714 083508	3862.846	23.6	20.45	21.673
20200714 083511	3864.978	23.59	20.48	21.703
20200714 083513	3867.102	23.56	20.48	21.721
20200714 083515	3869.231	23.53	20.52	21.751
20200714 083517	3871.353	23.51	20.54	21.775
20200714 083519	3873.482	23.48	20.55	21.799
20200714 083521	3875.613	23.47	20.58	21.824
20200714 083523	3877.741	23.44	20.61	21.848
20200714 083525	3879.864	23.4	20.61	21.872
20200714 083528	3881.994	23.39	20.64	21.89
20200714 083530	3884.115	23.36	20.67	21.914
20200714 083532	3886.247	23.33	20.67	21.932
20200714 083534	3888.37	23.31	20.7	21.956
20200714 083536	3890.504	23.28	20.72	21.974
20200714 083538	3892.632	23.25	20.73	21.992
20200714 083540	3894.758	23.23	20.76	22.016
20200714 083542	3896.883	23.2	20.78	22.028
20200714 083545	3899.012	23.17	20.79	22.046
20200714 083547	3901.142	23.16	20.81	22.064
20200714 083549	3903.265	23.13	20.83	22.088
20200714 083551	3905.395	23.1	20.83	22.094
20200714 083553	3907.52	23.08	20.86	22.112
20200714 083555	3909.663	23.05	20.88	22.124
20200714 083557	3911.788	23.02	20.89	22.136
20200714 083600	3913.917	23.0	20.91	22.154
20200714 083602	3916.048	22.97	20.93	22.166
20200714 083604	3918.167	22.94	20.94	22.172
20200714 083606	3920.297	22.93	20.96	22.19
20200714 083608	3922.423	22.9	20.96	22.196
20200714 083610	3924.551	22.87	20.98	22.209
20200714 083612	3926.683	22.85	21.0	22.215
20200714 083614	3928.809	22.82	21.01	22.233
20200714 083617	3930.949	22.8	21.03	22.239
20200714 083619	3933.075	22.78	21.04	22.245
20200714 083621	3935.2	22.75	21.05	22.251
20200714 083623	3937.333	22.72	21.07	22.263
20200714 083625	3939.456	22.71	21.09	22.269
20200714 083627	3941.583	22.68	21.09	22.275
20200714 083629	3943.714	22.65	21.1	22.281
20200714 083631	3945.854	22.63	21.12	22.287
20200714 083634	3947.983	22.6	21.12	22.299
20200714 083636	3950.112	22.57	21.14	22.311
20200714 083638	3952.234	22.56	21.15	22.311
20200714 083640	3954.36	22.53	21.15	22.305
20200714 083642	3956.496	22.5	21.17	22.311
20200714 083644	3958.619	22.49	21.18	22.311
20200714 083646	3960.746	22.46	21.19	22.311
20200714 083648	3962.875	22.43	21.2	22.311
20200714 083651	3965.0	22.41	21.21	22.311
20200714 083653	3967.124	22.38	21.21	22.311
20200714 083655	3969.252	22.35	21.23	22.317
20200714 083657	3971.384	22.34	21.24	22.311
20200714 083659	3973.504	22.31	21.24	22.311
20200714 083701	3975.637	22.28	21.25	22.311
20200714 083703	3977.761	22.27	21.26	22.311
20200714 083706	3979.887	22.24	21.26	22.311
20200714 083708	3982.019	22.21	21.27	22.311
20200714 083710	3984.147	22.19	21.28	22.317
20200714 083712	3986.269	22.16	21.28	22.311
20200714 083714	3988.401	22.13	21.29	22.299
20200714 083716	3990.522	22.12	21.3	22.299
20200714 083718	3992.65	22.09	21.3	22.299
20200714 083720	3994.785	22.06	21.31	22.293
20200714 083723	3996.906	22.04	21.32	22.293
20200714 083725	3999.035	22.01	21.32	22.281
20200714 083727	4001.157	21.98	21.32	22.281
20200714 083729	4003.291	21.97	21.33	22.275
20200714 083731	4005.413	21.94	21.33	22.263
20200714 083733	4007.547	21.91	21.34	22.257
20200714 083735	4009.673	21.9	21.34	22.263
20200714 083737	4011.802	21.87	21.34	22.251
20200714 083740	4013.945	21.84	21.35	22.245
20200714 083742	4016.068	21.82	21.35	22.233
20200714 083744	4018.198	21.8	21.35	22.227
20200714 083746	4020.324	21.77	21.35	22.215
20200714 083748	4022.45	21.75	21.35	22.209
20200714 083750	4024.575	21.72	21.36	22.203
20200714 083752	4026.704	21.69	21.36	22.19
20200714 083754	4028.836	21.68	21.36	22.184
20200714 083757	4030.976	21.65	21.36	22.178
20200714 083759	4033.098	21.62	21.36	22.166
20200714 083801	4035.224	21.61	21.36	22.16
20200714 083803	4037.369	21.58	21.36	22.148
20200714 083805	4039.498	21.55	21.36	22.136
20200714 083807	4041.622	21.53	21.36	22.13
20200714 083809	4043.754	21.51	21.36	22.112
20200714 083811	4045.882	21.48	21.36	22.106
20200714 083814	4048.004	21.46	21.36	22.1
20200714 083816	4050.136	21.43	21.36	22.088
20200714 083818	4052.259	21.41	21.36	22.076
20200714 083820	4054.386	21.39	21.35	22.064
20200714 083822	4056.518	21.36	21.35	22.058
20200714 083824	4058.64	21.35	21.35	22.04
20200714 083826	4060.768	21.32	21.35	22.034
20200714 083829	4062.899	21.29	21.35	22.016
20200714 083831	4065.024	21.28	21.35	22.004
20200714 083833	4067.155	21.25	21.34	21.998
20200714 083835	4069.28	21.22	21.34	21.98
20200714 083837	4071.409	21.21	21.34	21.968
20200714 083839	4073.537	21.18	21.33	21.95
20200714 083841	4075.679	21.15	21.33	21.95
20200714 083843	4077.802	21.13	21.33	21.926
20200714 083846	4079.928	21.11	21.32	21.92
20200714 083848	4082.058	21.08	21.32	21.908
20200714 083850	4084.187	21.06	21.32	21.884
20200714 083852	4086.315	21.04	21.31	21.878
20200714 083854	4088.44	21.01	21.31	21.866
20200714 083856	4090.569	21.0	21.3	21.848
20200714 083858	4092.689	20.97	21.3	21.842
20200714 083900	4094.823	20.94	21.29	21.824
20200714 083903	4096.965	20.93	21.29	21.805
20200714 083905	4099.09	20.9	21.28	21.793
20200714 083907	4101.215	20.87	21.28	21.775
20200714 083909	4103.348	20.86	21.27	21.763
20200714 083911	4105.469	20.83	21.26	21.745
20200714 083913	4107.605	20.8	21.26	21.733
20200714 083915	4109.728	20.79	21.26	21.715
20200714 083917	4111.856	20.76	21.25	21.709
20200714 083920	4113.977	20.73	21.25	21.691
20200714 083922	4116.105	20.71	21.24	21.673
20200714 083924	4118.238	20.68	21.23	21.66
20200714 083926	4120.362	20.66	21.23	21.648
20200714 083928	4122.488	20.64	21.22	21.63
20200714 083930	4124.617	20.61	21.21	21.612
20200714 083932	4126.747	20.59	21.21	21.6
20200714 083935	4128.888	20.57	21.2	21.582
20200714 083937	4131.016	20.54	21.2	21.558
20200714 083939	4133.139	20.52	21.19	21.552
20200714 083941	4135.271	20.5	21.18	21.534
20200714 083943	4137.393	20.47	21.17	21.516
20200714 083945	4139.521	20.44	21.16	21.498
20200714 083947	4141.653	20.43	21.15	21.486
20200714 083949	4143.78	20.4	21.15	21.467
20200714 083952	4145.923	20.37	21.14	21.449
20200714 083954	4148.052	20.36	21.12	21.437
20200714 083956	4150.174	20.33	21.12	21.413
20200714 083958	4152.303	20.3	21.11	21.401
20200714 084000	4154.431	20.29	21.1	21.389
20200714 084002	4156.553	20.26	21.1	21.364
20200714 084004	4158.688	20.23	21.09	21.352
20200714 084006	4160.813	20.22	21.07	21.34
20200714 084009	4162.939	20.19	21.07	21.316
20200714 084011	4165.061	20.16	21.06	21.304
20200714 084013	4167.189	20.15	21.04	21.286
20200714 084015	4169.316	20.12	21.04	21.268
20200714 084017	4171.449	20.09	21.03	21.249
20200714 084019	4173.57	20.08	21.01	21.231
20200714 084021	4175.704	20.05	21.01	21.219
20200714 084023	4177.829	20.02	21.0	21.189
20200714 084026	4179.954	20.01	20.98	21.177
20200714 084028	4182.085	19.98	20.98	21.165
20200714 084030	4184.212	19.95	20.97	21.159
20200714 084032	4186.34	19.94	20.95	21.141
20200714 084034	4188.482	19.91	20.95	21.116
20200714 084036	4190.604	19.88	20.93	21.104
20200714 084038	4192.731	19.87	20.92	21.08
20200714 084040	4194.866	19.84	20.92	21.062
20200714 084043	4196.994	19.82	20.9	21.044
20200714 084045	4199.118	19.8	20.89	21.025
20200714 084047	4201.24	19.77	20.88	21.007
20200714 084049	4203.372	19.75	20.87	20.983
20200714 084051	4205.497	19.73	20.85	20.971
20200714 084053	4207.628	19.7	20.85	20.952
20200714 084055	4209.755	19.68	20.84	20.934
20200714 084057	4211.881	19.66	20.82	20.922
20200714 084100	4214.005	19.64	20.82	20.91
20200714 084102	4216.136	19.61	20.8	20.879
20200714 084104	4218.259	19.6	20.78	20.867
20200714 084106	4220.391	19.57	20.78	20.837
20200714 084108	4222.518	19.54	20.77	20.825
20200714 084110	4224.641	19.53	20.75	20.813
20200714 084112	4226.771	19.5	20.75	20.794
20200714 084115	4228.896	19.47	20.73	20.776
20200714 084117	4231.041	19.46	20.72	20.758
20200714 084119	4233.161	19.43	20.71	20.734
20200714 084121	4235.291	19.42	20.69	20.728
20200714 084123	4237.423	19.39	20.68	20.703
20200714 084125	4239.55	19.37	20.68	20.685
20200714 084127	4241.674	19.35	20.66	20.661
20200714 084129	4243.805	19.32	20.64	20.648
20200714 084132	4245.927	19.3	20.64	20.63
20200714 084134	4248.056	19.28	20.63	20.606
20200714 084136	4250.179	19.25	20.61	20.594
20200714 084138	4252.31	19.23	20.6	20.575
20200714 084140	4254.442	19.21	20.59	20.557
20200714 084142	4256.564	19.19	20.57	20.539
20200714 084144	4258.692	19.16	20.57	20.52
20200714 084146	4260.824	19.14	20.55	20.496
20200714 084149	4262.944	19.12	20.54	20.49
20200714 084151	4265.075	19.09	20.53	20.459
20200714 084153	4267.206	19.07	20.51	20.447
20200714 084155	4269.327	19.05	20.5	20.435
20200714 084157	4271.456	19.02	20.49	20.405
20200714 084159	4273.601	19.01	20.47	20.392
20200714 084201	4275.726	18.98	20.46	20.368
20200714 084203	4277.856	18.95	20.45	20.35
20200714 084206	4279.993	18.94	20.43	20.331
20200714 084208	4282.119	18.91	20.42	20.307
20200714 084210	4284.253	18.88	20.41	20.295
20200714 084212	4286.393	18.87	20.4	20.277
20200714 084214	4288.52	18.84	20.38	20.252
20200714 084216	4290.643	18.82	20.38	20.234
20200714 084218	4292.774	18.8	20.36	20.215
20200714 084221	4294.907	18.77	20.35	20.197
20200714 084223	4297.027	18.75	20.33	20.178
20200714 084225	4299.157	18.73	20.32	20.16
20200714 084227	4301.286	18.71	20.31	20.136
20200714 084229	4303.407	18.68	20.3	20.117
20200714 084231	4305.54	18.67	20.28	20.099
20200714 084233	4307.662	18.64	20.27	20.068
20200714 084235	4309.793	18.61	20.26	20.044
20200714 084238	4311.922	18.6	20.24	20.007
20200714 084240	4314.044	18.58	20.23	20.001
20200714 084242	4316.175	18.55	20.22	20.001
20200714 084244	4318.3	18.53	20.2	20.001
20200714 084246	4320.426	18.51	20.19	20.001
20200714 084248	4322.557	18.48	20.18	19.995
20200714 084250	4324.681	18.47	20.16	19.958
20200714 084252	4326.808	18.44	20.15	19.934
20200714 084255	4328.939	18.41	20.13	19.909
20200714 084257	4331.066	18.4	20.11	19.891
20200714 084259	4333.194	18.37	20.11	19.866
20200714 084301	4335.321	18.35	20.09	19.854
20200714 084303	4337.445	18.33	20.07	19.829
20200714 084305	4339.575	18.31	20.07	19.811
20200714 084307	4341.695	18.28	20.05	19.786
20200714 084309	4343.827	18.27	20.03	19.774
20200714 084312	4345.958	18.24	20.03	19.756
20200714 084314	4348.083	18.21	20.01	19.737
20200714 084316	4350.208	18.2	19.99	19.713
20200714 084318	4352.334	18.17	19.99	19.7
20200714 084320	4354.466	18.15	19.97	19.676
20200714 084322	4356.592	18.14	19.95	19.657
20200714 084324	4358.722	18.12	19.94	19.639
20200714 084326	4360.845	18.1	19.93	19.621
20200714 084329	4362.971	18.1	19.9	19.602
20200714 084331	4365.112	18.11	19.9	19.578
20200714 084333	4367.244	18.13	19.88	19.559
20200714 084335	4369.366	18.14	19.86	19.541
20200714 084337	4371.495	18.19	19.86	19.522
20200714 084339	4373.628	18.24	19.84	19.51
20200714 084341	4375.749	18.27	19.82	19.492
20200714 084343	4377.872	18.33	19.82	19.467
20200714 084346	4380.001	18.39	19.8	19.46
20200714 084348	4382.131	18.43	19.78	19.442
20200714 084350	4384.259	18.49	19.77	19.417
20200714 084352	4386.388	18.56	19.75	19.411
20200714 084354	4388.513	18.59	19.74	19.393
20200714 084356	4390.635	18.65	19.73	19.386
20200714 084358	4392.764	18.71	19.71	19.374
20200714 084401	4394.896	18.75	19.7	19.362
20200714 084403	4397.018	18.81	19.69	19.349
20200714 084405	4399.146	18.87	19.67	19.337
20200714 084407	4401.272	18.9	19.66	19.331
20200714 084409	4403.399	18.97	19.65	19.319
20200714 084411	4405.53	19.0	19.63	19.312
20200714 084413	4407.669	19.06	19.62	19.312
20200714 084415	4409.796	19.12	19.62	19.306
20200714 084418	4411.924	19.15	19.6	19.306
20200714 084420	4414.057	19.21	19.58	19.3
20200714 084422	4416.178	19.26	19.58	19.294
20200714 084424	4418.31	19.29	19.56	19.294
20200714 084426	4420.436	19.35	19.55	19.294
20200714 084428	4422.56	19.41	19.55	19.3
20200714 084430	4424.694	19.44	19.53	19.294
20200714 084432	4426.82	19.5	19.52	19.294
20200714 084435	4428.947	19.56	19.52	19.3
20200714 084437	4431.067	19.59	19.5	19.294
20200714 084439	4433.197	19.65	19.49	19.3
20200714 084441	4435.325	19.71	19.49	19.312
20200714 084443	4437.456	19.74	19.48	19.319
20200714 084445	4439.578	19.8	19.47	19.319
20200714 084447	4441.711	19.86	19.47	19.331
20200714 084449	4443.83	19.89	19.45	19.331
20200714 084452	4445.965	19.95	19.45	19.337
20200714 084454	4448.087	20.0	19.44	19.343
20200714 084456	4450.229	20.03	19.44	19.356
20200714 084458	4452.361	20.09	19.43	19.362
20200714 084500	4454.482	20.15	19.43	19.374
20200714 084502	4456.615	20.18	19.42	19.386
20200714 084504	4458.736	20.24	19.42	19.393
20200714 084506	4460.865	20.3	19.42	19.405
20200714 084509	4462.998	20.32	19.41	19.411
