clock	watch	T_int	T_ext	T_ref
20200714 094209	7883.071	25.34	21.67	23.738
20200714 094211	7885.205	25.31	21.68	23.756
20200714 094213	7887.326	25.28	21.71	23.768
20200714 094215	7889.459	25.26	21.74	23.792
20200714 094217	7891.586	25.23	21.75	23.803
20200714 094219	7893.713	25.2	21.78	23.821
20200714 094221	7895.841	25.18	21.81	23.833
20200714 094224	7897.964	25.15	21.81	23.851
20200714 094226	7900.089	25.12	21.84	23.863
20200714 094228	7902.238	25.1	21.87	23.869
20200714 094230	7904.365	25.07	21.88	23.887
20200714 094232	7906.492	25.04	21.9	23.892
20200714 094234	7908.635	25.03	21.93	23.904
20200714 094236	7910.763	24.99	21.94	23.916
20200714 094239	7912.89	24.96	21.96	23.928
20200714 094241	7915.011	24.95	21.99	23.934
20200714 094243	7917.138	24.91	21.99	23.94
20200714 094245	7919.267	24.88	22.02	23.946
20200714 094247	7921.398	24.87	22.04	23.952
20200714 094249	7923.52	24.84	22.05	23.958
20200714 094251	7925.653	24.81	22.07	23.976
20200714 094253	7927.776	24.79	22.09	23.976
20200714 094256	7929.907	24.76	22.1	23.976
20200714 094258	7932.032	24.73	22.12	23.987
20200714 094300	7934.161	24.72	22.14	23.993
20200714 094302	7936.289	24.69	22.14	23.993
20200714 094304	7938.413	24.66	22.16	23.993
20200714 094306	7940.543	24.64	22.18	23.999
20200714 094308	7942.664	24.61	22.18	24.005
20200714 094310	7944.797	24.58	22.2	24.005
20200714 094313	7946.924	24.56	22.22	24.005
20200714 094315	7949.051	24.53	22.22	24.011
20200714 094317	7951.178	24.5	22.24	24.005
20200714 094319	7953.306	24.49	22.26	24.011
20200714 094321	7955.431	24.46	22.26	24.011
20200714 094323	7957.56	24.42	22.28	24.005
20200714 094325	7959.688	24.41	22.29	24.011
20200714 094327	7961.815	24.38	22.29	24.005
20200714 094330	7963.942	24.35	22.31	24.005
20200714 094332	7966.072	24.33	22.32	23.999
20200714 094334	7968.196	24.3	22.32	24.005
20200714 094336	7970.318	24.27	22.34	23.993
20200714 094338	7972.451	24.26	22.35	23.999
20200714 094340	7974.578	24.23	22.35	23.982
20200714 094342	7976.705	24.2	22.36	23.982
20200714 094344	7978.833	24.18	22.38	23.982
20200714 094347	7980.959	24.15	22.38	23.976
20200714 094349	7983.087	24.12	22.39	23.976
20200714 094351	7985.213	24.11	22.4	23.964
20200714 094353	7987.357	24.08	22.4	23.958
20200714 094355	7989.484	24.05	22.41	23.958
20200714 094357	7991.612	24.03	22.42	23.958
20200714 094359	7993.755	24.0	22.42	23.946
20200714 094401	7995.882	23.97	22.43	23.934
20200714 094404	7998.005	23.96	22.44	23.928
20200714 094406	8000.145	23.93	22.44	23.922
20200714 094408	8002.279	23.9	22.44	23.916
20200714 094410	8004.406	23.88	22.45	23.904
20200714 094412	8006.543	23.85	22.45	23.898
20200714 094414	8008.677	23.83	22.46	23.892
20200714 094416	8010.804	23.81	22.46	23.881
20200714 094419	8012.931	23.78	22.46	23.875
20200714 094421	8015.056	23.75	22.47	23.869
20200714 094423	8017.185	23.74	22.48	23.863
20200714 094425	8019.313	23.71	22.48	23.851
20200714 094427	8021.44	23.68	22.48	23.845
20200714 094429	8023.583	23.67	22.48	23.833
20200714 094431	8025.711	23.64	22.48	23.827
20200714 094433	8027.837	23.62	22.49	23.809
20200714 094436	8029.977	23.59	22.49	23.803
20200714 094438	8032.102	23.56	22.49	23.798
20200714 094440	8034.235	23.55	22.49	23.786
20200714 094442	8036.378	23.52	22.49	23.768
20200714 094444	8038.506	23.49	22.49	23.762
20200714 094446	8040.633	23.48	22.49	23.75
20200714 094448	8042.76	23.45	22.49	23.738
20200714 094451	8044.887	23.42	22.49	23.726
20200714 094453	8047.014	23.4	22.5	23.714
20200714 094455	8049.142	23.37	22.5	23.702
20200714 094457	8051.265	23.34	22.5	23.69
20200714 094459	8053.396	23.33	22.5	23.679
20200714 094501	8055.517	23.3	22.5	23.673
20200714 094503	8057.65	23.27	22.5	23.655
20200714 094505	8059.777	23.25	22.49	23.643
20200714 094508	8061.898	23.22	22.49	23.631
20200714 094510	8064.025	23.19	22.49	23.619
20200714 094512	8066.155	23.18	22.49	23.607
20200714 094514	8068.285	23.15	22.49	23.589
20200714 094516	8070.412	23.12	22.49	23.577
20200714 094518	8072.54	23.11	22.48	23.566
20200714 094520	8074.669	23.08	22.48	23.548
20200714 094522	8076.794	23.05	22.48	23.536
20200714 094525	8078.937	23.03	22.47	23.524
20200714 094527	8081.064	23.0	22.47	23.506
20200714 094529	8083.191	22.98	22.47	23.494
20200714 094531	8085.316	22.96	22.47	23.482
20200714 094533	8087.445	22.93	22.47	23.47
20200714 094535	8089.572	22.9	22.46	23.452
20200714 094537	8091.702	22.89	22.46	23.447
20200714 094539	8093.82	22.86	22.46	23.435
20200714 094542	8095.954	22.83	22.45	23.411
20200714 094544	8098.081	22.82	22.45	23.399
20200714 094546	8100.208	22.79	22.45	23.381
20200714 094548	8102.333	22.76	22.44	23.363
20200714 094550	8104.463	22.75	22.43	23.357
20200714 094552	8106.59	22.72	22.43	23.339
20200714 094554	8108.717	22.69	22.42	23.321
20200714 094556	8110.843	22.67	22.42	23.309
20200714 094559	8112.97	22.64	22.41	23.292
20200714 094601	8115.094	22.61	22.41	23.274
20200714 094603	8117.226	22.6	22.4	23.262
20200714 094605	8119.353	22.57	22.4	23.244
20200714 094607	8121.492	22.54	22.39	23.232
20200714 094609	8123.624	22.53	22.38	23.22
20200714 094611	8125.751	22.5	22.38	23.196
20200714 094613	8127.875	22.47	22.37	23.178
20200714 094616	8130.005	22.46	22.36	23.166
20200714 094618	8132.132	22.43	22.36	23.148
20200714 094620	8134.259	22.4	22.35	23.136
20200714 094622	8136.387	22.39	22.34	23.119
20200714 094624	8138.514	22.36	22.34	23.107
20200714 094626	8140.634	22.33	22.33	23.083
20200714 094628	8142.764	22.31	22.32	23.071
20200714 094631	8144.895	22.29	22.32	23.059
20200714 094633	8147.022	22.26	22.31	23.035
20200714 094635	8149.152	22.24	22.3	23.023
20200714 094637	8151.277	22.21	22.3	23.011
20200714 094639	8153.404	22.19	22.29	22.993
20200714 094641	8155.532	22.17	22.28	22.97
20200714 094643	8157.659	22.14	22.28	22.957
20200714 094645	8159.786	22.12	22.26	22.939
20200714 094648	8161.913	22.1	22.25	22.921
20200714 094650	8164.05	22.07	22.25	22.91
20200714 094652	8166.183	22.04	22.24	22.892
20200714 094654	8168.309	22.03	22.23	22.868
20200714 094656	8170.437	22.0	22.23	22.856
20200714 094658	8172.565	21.97	22.22	22.838
20200714 094700	8174.692	21.96	22.2	22.826
20200714 094702	8176.819	21.93	22.2	22.808
20200714 094705	8178.946	21.9	22.19	22.79
20200714 094707	8181.073	21.88	22.18	22.772
20200714 094709	8183.201	21.85	22.18	22.76
20200714 094711	8185.328	21.82	22.16	22.736
20200714 094713	8187.455	21.81	22.15	22.718
20200714 094715	8189.582	21.78	22.15	22.706
20200714 094717	8191.709	21.75	22.13	22.688
20200714 094719	8193.833	21.74	22.12	22.67
20200714 094722	8195.962	21.71	22.12	22.646
20200714 094724	8198.085	21.68	22.1	22.628
20200714 094726	8200.211	21.67	22.09	22.617
20200714 094728	8202.345	21.64	22.09	22.599
20200714 094730	8204.466	21.62	22.08	22.587
20200714 094732	8206.598	21.6	22.07	22.562
20200714 094734	8208.723	21.57	22.06	22.544
20200714 094736	8210.851	21.55	22.05	22.538
20200714 094739	8212.978	21.52	22.03	22.508
20200714 094741	8215.107	21.49	22.03	22.496
20200714 094743	8217.233	21.48	22.02	22.478
20200714 094745	8219.363	21.45	22.0	22.461
20200714 094747	8221.488	21.42	22.0	22.431
20200714 094749	8223.616	21.41	21.98	22.425
20200714 094751	8225.743	21.38	21.97	22.407
20200714 094753	8227.866	21.35	21.97	22.383
20200714 094756	8229.997	21.34	21.95	22.365
20200714 094758	8232.117	21.31	21.94	22.347
20200714 094800	8234.244	21.28	21.93	22.329
20200714 094802	8236.375	21.27	21.92	22.317
20200714 094804	8238.505	21.24	21.91	22.311
20200714 094806	8240.636	21.21	21.9	22.287
20200714 094808	8242.769	21.2	21.89	22.275
20200714 094811	8244.902	21.17	21.87	22.251
20200714 094813	8247.029	21.14	21.87	22.233
20200714 094815	8249.151	21.12	21.85	22.215
20200714 094817	8251.285	21.1	21.84	22.19
20200714 094819	8253.405	21.07	21.83	22.172
20200714 094821	8255.538	21.05	21.82	22.154
20200714 094823	8257.659	21.03	21.81	22.136
20200714 094825	8259.793	21.0	21.8	22.118
20200714 094828	8261.918	20.99	21.78	22.106
20200714 094830	8264.046	20.96	21.78	22.082
20200714 094832	8266.174	20.93	21.76	22.064
20200714 094834	8268.302	20.91	21.75	22.046
20200714 094836	8270.425	20.89	21.74	22.028
20200714 094838	8272.555	20.86	21.73	22.01
20200714 094840	8274.699	20.84	21.71	21.986
20200714 094842	8276.823	20.82	21.71	21.974
20200714 094845	8278.948	20.79	21.69	21.95
20200714 094847	8281.075	20.77	21.67	21.938
20200714 094849	8283.205	20.75	21.67	21.92
20200714 094851	8285.334	20.72	21.65	21.896
20200714 094853	8287.463	20.7	21.63	21.878
20200714 094855	8289.591	20.68	21.63	21.866
20200714 094857	8291.727	20.65	21.62	21.842
20200714 094859	8293.862	20.64	21.6	21.824
20200714 094902	8295.982	20.61	21.59	21.805
20200714 094904	8298.107	20.58	21.58	21.787
20200714 094906	8300.239	20.57	21.56	21.769
20200714 094908	8302.368	20.54	21.56	21.745
20200714 094910	8304.496	20.51	21.54	21.727
20200714 094912	8306.622	20.49	21.52	21.709
20200714 094914	8308.744	20.47	21.52	21.697
20200714 094916	8310.873	20.44	21.5	21.673
20200714 094919	8312.998	20.43	21.48	21.654
20200714 094921	8315.129	20.4	21.48	21.636
20200714 094923	8317.257	20.37	21.46	21.612
20200714 094925	8319.386	20.36	21.44	21.6
20200714 094927	8321.506	20.33	21.44	21.582
20200714 094929	8323.638	20.3	21.42	21.558
20200714 094931	8325.763	20.29	21.4	21.54
20200714 094934	8327.888	20.26	21.4	21.522
20200714 094936	8330.022	20.23	21.38	21.504
20200714 094938	8332.143	20.22	21.36	21.486
20200714 094940	8334.271	20.19	21.36	21.467
20200714 094942	8336.397	20.16	21.33	21.449
20200714 094944	8338.531	20.15	21.32	21.425
20200714 094946	8340.654	20.12	21.31	21.407
20200714 094948	8342.779	20.1	21.29	21.389
20200714 094951	8344.91	20.08	21.28	21.37
20200714 094953	8347.038	20.05	21.27	21.352
20200714 094955	8349.164	20.03	21.25	21.334
20200714 094957	8351.294	20.01	21.24	21.31
20200714 094959	8353.42	19.99	21.23	21.292
20200714 095001	8355.541	19.96	21.21	21.28
20200714 095003	8357.674	19.95	21.19	21.268
20200714 095005	8359.802	19.92	21.19	21.249
20200714 095008	8361.932	19.89	21.17	21.225
20200714 095010	8364.054	19.88	21.15	21.195
20200714 095012	8366.177	19.85	21.15	21.171
20200714 095014	8368.306	19.84	21.13	21.165
20200714 095016	8370.438	19.81	21.11	21.165
20200714 095018	8372.562	19.78	21.11	21.147
20200714 095020	8374.692	19.77	21.09	21.122
20200714 095022	8376.816	19.74	21.07	21.104
20200714 095025	8378.941	19.71	21.06	21.08
20200714 095027	8381.074	19.7	21.04	21.056
20200714 095029	8383.201	19.67	21.03	21.037
20200714 095031	8385.325	19.64	21.02	21.019
20200714 095033	8387.458	19.63	21.0	21.001
20200714 095035	8389.575	19.61	20.98	20.983
20200714 095037	8391.703	19.58	20.98	20.958
20200714 095039	8393.837	19.57	20.96	20.94
20200714 095042	8395.958	19.54	20.94	20.928
20200714 095044	8398.086	19.51	20.94	20.91
20200714 095046	8400.213	19.5	20.92	20.886
20200714 095048	8402.344	19.47	20.9	20.867
20200714 095050	8404.467	19.44	20.89	20.849
20200714 095052	8406.6	19.43	20.87	20.825
20200714 095054	8408.725	19.4	20.85	20.807
20200714 095056	8410.856	19.37	20.85	20.782
20200714 095059	8412.975	19.36	20.83	20.776
20200714 095101	8415.109	19.33	20.82	20.752
20200714 095103	8417.234	19.31	20.8	20.734
20200714 095105	8419.357	19.29	20.79	20.715
20200714 095107	8421.491	19.27	20.78	20.697
20200714 095109	8423.611	19.24	20.76	20.679
20200714 095111	8425.744	19.22	20.74	20.661
20200714 095113	8427.868	19.2	20.74	20.642
20200714 095116	8430.0	19.17	20.72	20.618
20200714 095118	8432.144	19.16	20.7	20.6
20200714 095120	8434.269	19.13	20.69	20.587
20200714 095122	8436.397	19.1	20.68	20.569
20200714 095124	8438.524	19.09	20.66	20.545
20200714 095126	8440.648	19.06	20.65	20.533
20200714 095128	8442.776	19.03	20.63	20.514
20200714 095131	8444.905	19.02	20.61	20.49
20200714 095133	8447.033	18.99	20.61	20.472
20200714 095135	8449.16	18.96	20.59	20.453
20200714 095137	8451.28	18.95	20.57	20.429
20200714 095139	8453.411	18.92	20.56	20.417
20200714 095141	8455.54	18.9	20.54	20.392
20200714 095143	8457.669	18.88	20.52	20.374
20200714 095145	8459.792	18.86	20.52	20.362
20200714 095148	8461.923	18.83	20.5	20.331
20200714 095150	8464.044	18.82	20.48	20.319
20200714 095152	8466.175	18.79	20.48	20.301
20200714 095154	8468.299	18.76	20.46	20.283
20200714 095156	8470.432	18.75	20.44	20.264
20200714 095158	8472.555	18.72	20.43	20.24
20200714 095200	8474.696	18.69	20.41	20.221
20200714 095202	8476.828	18.68	20.39	20.203
20200714 095205	8478.949	18.65	20.39	20.185
20200714 095207	8481.096	18.63	20.37	20.16
20200714 095209	8483.222	18.61	20.35	20.142
20200714 095211	8485.354	18.59	20.34	20.123
20200714 095213	8487.493	18.56	20.32	20.105
20200714 095215	8489.624	18.55	20.3	20.081
20200714 095217	8491.745	18.52	20.3	20.05
20200714 095219	8493.878	18.49	20.28	20.019
20200714 095222	8496.003	18.48	20.26	20.001
20200714 095224	8498.135	18.45	20.25	20.001
20200714 095226	8500.258	18.43	20.23	20.001
20200714 095228	8502.381	18.41	20.21	20.001
20200714 095230	8504.512	18.39	20.21	19.995
20200714 095232	8506.643	18.36	20.19	19.958
20200714 095234	8508.768	18.35	20.17	19.94
20200714 095237	8510.888	18.32	20.16	19.909
20200714 095239	8513.015	18.3	20.14	19.891
20200714 095241	8515.146	18.28	20.12	19.885
20200714 095243	8517.271	18.26	20.12	19.854
20200714 095245	8519.398	18.23	20.1	19.829
20200714 095247	8521.527	18.22	20.08	19.811
20200714 095249	8523.651	18.19	20.07	19.792
20200714 095251	8525.784	18.16	20.05	19.774
20200714 095254	8527.911	18.15	20.03	19.756
20200714 095256	8530.033	18.12	20.03	19.737
20200714 095258	8532.165	18.09	20.01	19.713
20200714 095300	8534.287	18.08	19.99	19.694
20200714 095302	8536.413	18.05	19.99	19.67
20200714 095304	8538.546	18.04	19.96	19.664
20200714 095306	8540.69	18.01	19.94	19.627
20200714 095308	8542.814	17.99	19.94	19.627
20200714 095311	8544.944	17.99	19.92	19.602
20200714 095313	8547.081	17.98	19.9	19.578
20200714 095315	8549.213	17.99	19.89	19.559
20200714 095317	8551.337	18.0	19.87	19.541
20200714 095319	8553.471	18.03	19.85	19.522
20200714 095321	8555.596	18.07	19.85	19.51
20200714 095323	8557.717	18.1	19.83	19.492
20200714 095325	8559.845	18.16	19.81	19.46
20200714 095328	8561.978	18.23	19.8	19.442
20200714 095330	8564.105	18.26	19.78	19.423
20200714 095332	8566.23	18.33	19.76	19.417
20200714 095334	8568.359	18.4	19.76	19.393
20200714 095336	8570.482	18.43	19.74	19.374
20200714 095338	8572.615	18.5	19.72	19.362
20200714 095340	8574.739	18.56	19.71	19.343
20200714 095342	8576.863	18.6	19.7	19.325
20200714 095345	8578.994	18.66	19.68	19.325
20200714 095347	8581.12	18.72	19.67	19.306
20200714 095349	8583.245	18.76	19.65	19.294
20200714 095351	8585.37	18.82	19.64	19.282
20200714 095353	8587.496	18.88	19.63	19.269
20200714 095355	8589.624	18.92	19.61	19.257
20200714 095357	8591.759	18.98	19.6	19.245
20200714 095359	8593.881	19.05	19.59	19.251
20200714 095402	8596.011	19.08	19.57	19.232
20200714 095404	8598.14	19.14	19.57	19.232
20200714 095406	8600.264	19.21	19.56	19.22
20200714 095408	8602.389	19.24	19.54	19.22
20200714 095410	8604.517	19.31	19.54	19.214
20200714 095412	8606.645	19.37	19.52	19.214
20200714 095414	8608.773	19.4	19.51	19.208
20200714 095417	8610.901	19.47	19.5	19.201
20200714 095419	8613.046	19.53	19.49	19.208
20200714 095421	8615.171	19.56	19.48	19.208
20200714 095423	8617.295	19.63	19.47	19.214
20200714 095425	8619.421	19.69	19.46	19.208
20200714 095427	8621.549	19.72	19.45	19.214
20200714 095429	8623.676	19.79	19.45	19.214
20200714 095431	8625.81	19.85	19.43	19.208
20200714 095434	8627.931	19.88	19.42	19.214
20200714 095436	8630.053	19.95	19.42	19.22
20200714 095438	8632.181	20.01	19.41	19.232
20200714 095440	8634.314	20.04	19.4	19.232
20200714 095442	8636.435	20.11	19.4	19.245
20200714 095444	8638.569	20.17	19.39	19.251
20200714 095446	8640.693	20.2	19.39	19.257
20200714 095448	8642.816	20.27	19.39	19.269
20200714 095451	8644.943	20.33	19.38	19.269
20200714 095453	8647.077	20.36	19.37	19.282
20200714 095455	8649.198	20.43	19.37	19.294
20200714 095457	8651.331	20.49	19.37	19.3
20200714 095459	8653.456	20.52	19.36	19.306
20200714 095501	8655.583	20.59	19.36	19.319
20200714 095503	8657.71	20.65	19.36	19.331
20200714 095505	8659.833	20.68	19.36	19.337
20200714 095508	8661.965	20.75	19.36	19.349
20200714 095510	8664.088	20.81	19.35	19.356
20200714 095512	8666.218	20.84	19.35	19.38
20200714 095514	8668.358	20.91	19.35	19.393
20200714 095516	8670.486	20.97	19.35	19.405
20200714 095518	8672.617	21.0	19.36	19.417
20200714 095520	8674.741	21.06	19.35	19.423
20200714 095522	8676.871	21.12	19.36	19.448
20200714 095525	8678.995	21.16	19.36	19.46
20200714 095527	8681.124	21.22	19.36	19.473
20200714 095529	8683.252	21.28	19.36	19.485
20200714 095531	8685.379	21.31	19.37	19.498
20200714 095533	8687.505	21.38	19.37	19.51
20200714 095535	8689.634	21.44	19.37	19.535
20200714 095537	8691.761	21.47	19.38	19.547
20200714 095540	8693.887	21.53	19.38	19.565
20200714 095542	8696.015	21.6	19.39	19.584
20200714 095544	8698.142	21.63	19.39	19.596
20200714 095546	8700.268	21.69	19.39	19.614
20200714 095548	8702.396	21.75	19.4	19.633
20200714 095550	8704.52	21.79	19.41	19.651
20200714 095552	8706.65	21.85	19.42	19.657
20200714 095554	8708.777	21.88	19.43	19.676
20200714 095557	8710.92	21.94	19.44	19.694
20200714 095559	8713.042	22.0	19.44	19.719
20200714 095601	8715.175	22.03	19.46	19.737
20200714 095603	8717.302	22.1	19.47	19.756
20200714 095605	8719.429	22.16	19.47	19.78
20200714 095607	8721.556	22.19	19.48	19.805
20200714 095609	8723.683	22.25	19.49	19.829
20200714 095611	8725.807	22.31	19.49	19.842
20200714 095614	8727.937	22.34	19.51	19.873
20200714 095616	8730.064	22.4	19.52	19.891
20200714 095618	8732.189	22.47	19.52	19.928
20200714 095620	8734.319	22.5	19.54	19.958
20200714 095622	8736.446	22.56	19.55	19.983
20200714 095624	8738.568	22.62	19.56	20.001
20200714 095626	8740.695	22.65	19.57	20.001
20200714 095628	8742.827	22.71	19.59	20.001
20200714 095631	8744.954	22.78	19.6	20.026
20200714 095633	8747.081	22.81	19.61	20.062
20200714 095635	8749.208	22.87	19.63	20.093
20200714 095637	8751.335	22.93	19.64	20.117
20200714 095639	8753.478	22.96	19.65	20.154
20200714 095641	8755.606	23.02	19.67	20.178
20200714 095643	8757.733	23.08	19.68	20.203
20200714 095645	8759.86	23.11	19.7	20.227
20200714 095648	8761.986	23.18	19.7	20.264
20200714 095650	8764.113	23.24	19.72	20.289
20200714 095652	8766.241	23.27	19.74	20.319
20200714 095654	8768.368	23.33	19.75	20.35
20200714 095656	8770.491	23.39	19.77	20.374
20200714 095658	8772.623	23.42	19.79	20.405
20200714 095700	8774.75	23.48	19.8	20.435
20200714 095702	8776.877	23.54	19.82	20.472
20200714 095705	8779.001	23.57	19.84	20.496
20200714 095707	8781.129	23.63	19.85	20.533
20200714 095709	8783.258	23.7	19.88	20.563
20200714 095711	8785.381	23.73	19.9	20.594
20200714 095713	8787.513	23.79	19.9	20.618
20200714 095715	8789.637	23.85	19.93	20.655
20200714 095717	8791.767	23.88	19.95	20.691
20200714 095720	8793.894	23.94	19.96	20.722
20200714 095722	8796.037	23.99	19.99	20.752
20200714 095724	8798.164	24.01	20.01	20.782
20200714 095726	8800.289	24.05	20.02	20.819
20200714 095728	8802.416	24.07	20.05	20.855
20200714 095730	8804.545	24.07	20.08	20.879
20200714 095732	8806.668	24.06	20.08	20.922
20200714 095734	8808.799	24.04	20.11	20.952
20200714 095737	8810.926	24.03	20.14	20.983
20200714 095739	8813.053	24.0	20.14	21.019
20200714 095741	8815.181	23.97	20.17	21.05
20200714 095743	8817.308	23.95	20.2	21.092
20200714 095745	8819.434	23.92	20.21	21.122
20200714 095747	8821.562	23.89	20.24	21.165
20200714 095749	8823.687	23.87	20.27	21.171
20200714 095751	8825.816	23.84	20.27	21.213
20200714 095754	8827.943	23.81	20.3	21.243
20200714 095756	8830.07	23.79	20.33	21.28
20200714 095758	8832.198	23.76	20.34	21.316
20200714 095800	8834.32	23.73	20.37	21.346
20200714 095802	8836.452	23.72	20.4	21.377
20200714 095804	8838.579	23.68	20.4	21.413
20200714 095806	8840.702	23.65	20.44	21.443
20200714 095808	8842.833	23.64	20.47	21.467
20200714 095811	8844.96	23.61	20.47	21.504
20200714 095813	8847.085	23.58	20.5	21.528
20200714 095815	8849.214	23.56	20.53	21.564
20200714 095817	8851.342	23.53	20.54	21.588
20200714 095819	8853.468	23.5	20.56	21.624
20200714 095821	8855.595	23.48	20.59	21.642
20200714 095823	8857.722	23.45	20.6	21.673
20200714 095825	8859.845	23.42	20.63	21.697
20200714 095828	8861.976	23.41	20.65	21.721
20200714 095830	8864.104	23.38	20.66	21.751
20200714 095832	8866.231	23.35	20.69	21.775
20200714 095834	8868.358	23.33	20.71	21.799
20200714 095836	8870.485	23.3	20.72	21.818
20200714 095838	8872.612	23.29	20.75	21.848
20200714 095840	8874.752	23.25	20.77	21.866
20200714 095842	8876.882	23.22	20.78	21.896
20200714 095845	8879.006	23.21	20.8	21.908
20200714 095847	8881.134	23.18	20.83	21.932
20200714 095849	8883.264	23.15	20.83	21.95
20200714 095851	8885.391	23.13	20.86	21.968
20200714 095853	8887.518	23.1	20.88	21.986
20200714 095855	8889.646	23.07	20.88	22.004
20200714 095857	8891.773	23.06	20.91	22.022
20200714 095900	8893.9	23.03	20.93	22.04
20200714 095902	8896.027	23.0	20.94	22.058
20200714 095904	8898.154	22.98	20.96	22.07
20200714 095906	8900.28	22.95	20.98	22.088
20200714 095908	8902.404	22.92	20.99	22.106
20200714 095910	8904.532	22.91	21.0	22.124
20200714 095912	8906.662	22.88	21.02	22.13
20200714 095914	8908.79	22.85	21.03	22.148
20200714 095917	8910.917	22.83	21.05	22.154
20200714 095919	8913.044	22.8	21.07	22.172
20200714 095921	8915.17	22.78	21.07	22.178
20200714 095923	8917.299	22.76	21.09	22.196
20200714 095925	8919.426	22.73	21.11	22.203
20200714 095927	8921.553	22.7	21.11	22.215
20200714 095929	8923.68	22.69	21.13	22.227
20200714 095931	8925.807	22.66	21.14	22.233
20200714 095934	8927.934	22.63	21.15	22.245
20200714 095936	8930.06	22.61	21.17	22.245
20200714 095938	8932.188	22.58	21.18	22.257
20200714 095940	8934.315	22.55	21.19	22.263
20200714 095942	8936.44	22.54	21.21	22.275
20200714 095944	8938.568	22.51	21.21	22.281
20200714 095946	8940.696	22.48	21.23	22.287
20200714 095948	8942.818	22.46	21.24	22.287
20200714 095951	8944.95	22.43	21.24	22.299
20200714 095953	8947.077	22.41	21.25	22.299
20200714 095955	8949.205	22.39	21.27	22.293
20200714 095957	8951.33	22.36	21.27	22.311
20200714 095959	8953.475	22.33	21.28	22.311
20200714 100001	8955.602	22.32	21.29	22.305
20200714 100003	8957.729	22.29	21.29	22.311
20200714 100005	8959.868	22.26	21.3	22.317
20200714 100008	8961.994	22.24	21.31	22.311
20200714 100010	8964.127	22.21	21.32	22.311
20200714 100012	8966.254	22.19	21.33	22.317
20200714 100014	8968.379	22.17	21.34	22.311
20200714 100016	8970.509	22.14	21.34	22.311
20200714 100018	8972.638	22.11	21.35	22.311
20200714 100020	8974.759	22.1	21.36	22.311
20200714 100023	8976.892	22.07	21.36	22.311
20200714 100025	8979.019	22.04	21.36	22.317
20200714 100027	8981.139	22.03	21.37	22.305
20200714 100029	8983.274	22.0	21.37	22.299
20200714 100031	8985.401	21.97	21.38	22.305
20200714 100033	8987.528	21.95	21.39	22.305
20200714 100035	8989.649	21.93	21.39	22.299
20200714 100037	8991.779	21.9	21.39	22.287
20200714 100040	8993.909	21.88	21.39	22.287
20200714 100042	8996.03	21.85	21.4	22.287
20200714 100044	8998.161	21.82	21.4	22.275
20200714 100046	9000.291	21.81	21.4	22.263
20200714 100048	9002.429	21.78	21.41	22.263
20200714 100050	9004.562	21.75	21.41	22.257
20200714 100052	9006.685	21.74	21.41	22.251
20200714 100054	9008.816	21.71	21.41	22.245
20200714 100057	9010.943	21.68	21.42	22.233
20200714 100059	9013.064	21.66	21.42	22.227
20200714 100101	9015.197	21.64	21.42	22.221
20200714 100103	9017.325	21.61	21.42	22.215
20200714 100105	9019.452	21.59	21.42	22.203
20200714 100107	9021.578	21.56	21.42	22.196
20200714 100109	9023.706	21.54	21.42	22.184
20200714 100111	9025.833	21.52	21.42	22.172
20200714 100114	9027.954	21.49	21.42	22.172
20200714 100116	9030.088	21.46	21.42	22.16
20200714 100118	9032.215	21.45	21.42	22.148
20200714 100120	9034.342	21.42	21.42	22.136
20200714 100122	9036.465	21.39	21.42	22.13
20200714 100124	9038.597	21.38	21.42	22.118
20200714 100126	9040.724	21.35	21.42	22.112
20200714 100128	9042.851	21.32	21.42	22.1
20200714 100131	9044.991	21.31	21.42	22.088
20200714 100133	9047.121	21.28	21.42	22.076
20200714 100135	9049.248	21.26	21.41	22.07
20200714 100137	9051.392	21.24	21.41	22.052
20200714 100139	9053.519	21.21	21.41	22.046
20200714 100141	9055.646	21.2	21.4	22.04
20200714 100143	9057.773	21.17	21.4	22.016
20200714 100146	9059.9	21.14	21.4	22.01
20200714 100148	9062.027	21.12	21.39	21.998
20200714 100150	9064.15	21.1	21.39	21.986
20200714 100152	9066.282	21.07	21.39	21.968
20200714 100154	9068.403	21.05	21.38	21.962
20200714 100156	9070.537	21.03	21.38	21.95
20200714 100158	9072.664	21.0	21.38	21.932
20200714 100200	9074.791	20.98	21.37	21.926
20200714 100203	9076.917	20.95	21.37	21.908
20200714 100205	9079.04	20.93	21.37	21.896
20200714 100207	9081.167	20.91	21.36	21.878
20200714 100209	9083.3	20.88	21.35	21.866
20200714 100211	9085.427	20.86	21.35	21.854
20200714 100213	9087.554	20.84	21.34	21.836
20200714 100215	9089.675	20.82	21.33	21.824
20200714 100217	9091.805	20.79	21.33	21.805
20200714 100220	9093.935	20.77	21.33	21.793
20200714 100222	9096.056	20.74	21.32	21.775
20200714 100224	9098.189	20.72	21.32	21.763
20200714 100226	9100.317	20.7	21.31	21.745
20200714 100228	9102.437	20.67	21.31	21.733
20200714 100230	9104.571	20.65	21.3	21.715
20200714 100232	9106.698	20.63	21.29	21.703
20200714 100234	9108.825	20.61	21.29	21.685
20200714 100237	9110.952	20.58	21.28	21.673
20200714 100239	9113.081	20.56	21.27	21.654
20200714 100241	9115.206	20.53	21.27	21.648
20200714 100243	9117.334	20.51	21.26	21.624
20200714 100245	9119.461	20.49	21.25	21.612
